CATMAT;Status;Princípio Ativo;Quantidade (Numerador);U.M. (Numerador);Quantidade (Denominador);U.M. (Denominador);Forma Farmacêutica;Volume;Desc. Volume;Fator de Correção;Uni. de Consum;Uni. de Fornecimen;Lista;RENAME
BR0384537;Sim;PERÓXIDO DE BENZOÍLA;2,5;%;;;gel;60;G;1;BS.;BISNAGA;;Sim
BR0384537-2;Sim;PERÓXIDO DE BENZOÍLA;2,5;%;;;gel;20;G;1;BS.;BISNAGA;;Sim
BR0274041;Sim;PIROXICAM;5;mg;1;g;gel;30;G;1;BS.;BISNAGA;;Não
BR0342108;Sim;PROGESTERONA;80;mg;1;g;gel;;;1;UN.;TUBO;;Não
BR0395716-3;Não;SCHINUS TEREBINTHIFOLIUS (AROEIRA);10;%;;;gel;60;G;1;BS.;BISNAGA;;Não
BR0278378;Sim;TRETINOÍNA;0,025;%;;;gel;25;G;1;BS.;BISNAGA;C02;Não
BR0433514;Sim;UBGALATO DE BISMUTO + ÓXIDO DE ZINCO;1,5 + 45;mg + mg;1 + 1;g + g;gel;100;G;1;FR.;FRASCO;;Não
BR0399441;Sim;UNCARIA TOMENTOSA (UNHA DE GATO);50;mg;1;g;gel;5;G;1;BS.;BISNAGA;;Sim
BR0397462-1;Sim;CARBÔMERO + SORBITOL;2 + 48,5;mg + mg;1 + 1;g + g;gel oftálmico;5;G;1;BS.;BISNAGA;;Não
BR0397462-2;Sim;CARBÔMERO + SORBITOL;2 + 48,5;mg + mg;1 + 1;g + g;gel oftálmico;10;G;1;BS.;BISNAGA;;Não
BR0403473;Sim;PALMITATO DE RETINOL;10;mg;1;g;gel oftálmico;10;G;1;BS.;BISNAGA;;Não
BR0343437;Sim;ESTRADIOL HEMI-HIDRATADO;1;mg;1;g;gel percutâneo;50;G;1;FR.;FRASCO;;Não
BR0313591;Sim;POLICRESULENO;1,8;%;;;gel vaginal;50;G;1;BS.;BISNAGA;;Não
BR0282889-1;Sim;SENNA ALEXANDRINA MILL. + CASSIA FISTULA + TAMARINDUS INDICA L. + GLYCYRRHIZA GLABRA L. + CORIANDRUM SATIVUM;;;;;geléia;260;G;1;PTE.;POTE;;Não
BR0271103-1;Sim;CETOCONAZOL;2;%;;;xampu;100;ML;100;FR.;FRASCO;;Sim
BR0271103-2;Sim;CETOCONAZOL;2;%;;;xampu;120;ML;120;FR.;FRASCO;;Sim
BR0332984;Sim;COALTAR;40;mg;1;mL;xampu;120;ML;1;FR.;FRASCO;;Não
BR0268242;Sim;DELTAMETRINA;0,2;mg;1;mL;xampu;100;ML;100;UN.;FRASCO;;Não
BR0312388;Sim;PERMETRINA;10;mg;1;mL;xampu;;;1;FR.;FRASCO;;Não
BR0271848E;Sim;BIMATOPROSTA;0,3;mg;1;mL;solução oftálmica;3;ML;1;;FRASCO;;Não
BR0268352E;Sim;BRIMONIDINA;2;mg;1;mL;solução oftálmica;5;ML;1;GOTA;FRASCO;;Não
BR0272580E;Sim;DORZOLAMIDA;20;mg;1;mL;solução oftálmica;5;ML;1;;FRASCO;;Não
BR0432741;Sim;HIALURONATO DE SÓDIO;0,15;%;;%;solução oftálmica;10;ML;300;GOTA;FRASCO;;Sim
BR0294417E;Sim;LATANOPROSTA;0,05;mg;1;mL;solução oftálmica;2,5;ML;1;;FRASCO;;Não
BR0271353E;Sim;PILOCARPINA;20;mg;1;mL;solução oftálmica;10;MG;1;;FRASCO;;Não
BR0272581E;Sim;TIMOLOL;5;mg;1;mL;solução oftálmica;5;ML;1;;FRASCO;;Não
BR0268005E;Sim;TRAVOPROSTA;0,04;mg;1;mL;solução oftálmica;2,5;ML;1;;FRASCO;;Não
BR0268074E;Sim;DESMOPRESSINA;0,1;mg;1;mL;solução nasal;2,5;ML;1;;FRASCO;;Sim
BR393493;Sim;ACETILCISTEÍNA + TUAMINOEPTANO;10 + 5;mg + mg;1 +1;mL + mL;solução nasal;;;240;GOTA;FRASCO;;Não
BR0278356;Sim;CLORIDRATO DE AZELASTINA;1;mg;1;mL;solução nasal;10;ML;1;FR.;FRASCO;;Não
BR0266701-3;Sim;BUDESONIDA;50;mcg;1;dose;solução nasal;60;DOSES;60;JATO;FRASCO;;Não
BR0266701-4;Sim;BUDESONIDA;50;mcg;1;dose;solução nasal;100;DOSES;100;JATO;FRASCO;;Não
BR0266706-1;Sim;BUDESONIDA;32;mcg;1;dose;solução nasal;60;DOSES;60;JATO;FRASCO;;Não
BR0266707-1;Sim;BUDESONIDA;64;mcg;1;dose;solução nasal;60;DOSES;60;JATO;FRASCO;;Não
BR0270020;Sim;CLORETO DE BENZALCÔNIO+ CLORETO DE SÓDIO;0,1 + 9;mg + mg;1 + 1;mL + mL;solução nasal;30;ML;1;UN.;FRASCO;;Não
BR0270020-1;Sim;CLORETO DE BENZALCÔNIO+ CLORETO DE SÓDIO;0,1 + 9;mg + mg;1 + 1;mL + mL;solução nasal;20;ML;1;FR.;FRASCO;;Não
BR0339534;Sim;CLORETO DE SÓDIO;30;mg;1;mL;solução nasal;50;ML;1;FR.;FRASCO;;Não
BR0375474-1;Sim;CLORETO DE SÓDIO;0,9;%;;%;solução nasal;10;ML;1;FR.;FRASCO;;Sim
BR0375474-2;Sim;CLORETO DE SÓDIO;0,9;%;;%;solução nasal;30;ML;1;FR.;FRASCO;;Sim
BR0375474-3;Sim;CLORETO DE SÓDIO;0,9;%;;%;solução nasal;50;ML;1;FR.;FRASCO;;Sim
BR0318943;Sim;CLORETO DE SÓDIO + CLORETO DE BENZALCÔNIO + NAFAZOLINA;9 + 0,1 + 0,5;mg + mg + mg;1 + 1 + 1;mL + mL + mL;solução nasal;30;ML;1;FR.;FRASCO;;Não
BR0298444;Sim;CROMOGLICATO DE SÓDIO;4;%;;%;solução nasal;15;ML;115;FR-AMP.;FRASCO;;Não
BR0272402;Sim;NAFAZOLINA + BENZALCONIO;0,5 + 0,1;mg + mg;1 + 1;mL + mL;solução nasal;30;ML;600;GOTA;FRASCO;;Não
BR0270458;Sim;NAFAZOLINA + FOSFATO DISSÓDICO DE DEXAMETASONA + NEOMICINA;0,75 + 0,5 + 5;mg + mg + mg;1 + 1 + 1;mL + mL + mL;solução nasal;20;ML;400;GOTA;FRASCO;ANTIMICROBIANOS;Não
BR0395438;Sim;NAFAZOLINA + MEPIRAMINA + PANTENOL;1 + 0,2 + 5;mg + mg + mg;1 + 1 + 1;mL + mL + mL;solução nasal;15;ML;300;GOTA;FRASCO;;Não
BR0395438-1;Sim;NAFAZOLINA + MEPIRAMINA + PANTENOL;1 + 0,2 + 5;mg + mg + mg;1 + 1 + 1;mL + mL + mL;solução nasal;30;ML;600;GOTA;FRASCO;;Não
BR0272400;Sim;CLORIDRATO DE NAFAZOLINA;0,5;mg;1;mL;solução nasal;15;ML;450;GOTA;FRASCO;;Não
BR0272400-1;Sim;CLORIDRATO DE NAFAZOLINA;0,5;mg;1;mL;solução nasal;30;ML;900;GOTA;FRASCO;;Não
BR0271645;Sim;CLORIDRATO DE OXIMETAZOLINA;0,5;mg;1;mL;solução nasal;20;ML;400;GOTA;FRASCO;;Não
BR0271647;Sim;CLORIDRATO DE OXIMETAZOLINA;0,25;mg;1;mL;solução nasal;20;ML;400;GOTA;FRASCO;;Não
BR0331153;Sim;ÁLCOOL POLIVINÍLICO + POVIDONA;14 + 6;mg + mg;1 + 1;mL + mL;solução oftálmica;0,4;ML;1;FLAC.;FLACONETE;;Não
BR0271050;Sim;SULFATO DE ATROPINA;5;mg;1;mL;solução oftálmica;5;ML;1;FR.;FRASCO;;Não
BR0271051;Sim;SULFATO DE ATROPINA;10;mg;1;mL;solução oftálmica;5;ML;100;GOTA;FRASCO;;Não
BR0363099;Sim;AZUL DE TRYPAN;0,1;%;;;solução oftálmica;1;ML;1;FR.;FRASCO;;Não
BR0284435-1;Sim;CLORIDRATO DE BETAXOLOL;5;%;;;solução oftálmica;0,3;ML;1;FLAC.;FLACONETE;;Não
BR0284435-2;Sim;CLORIDRATO DE BETAXOLOL;5;%;;;solução oftálmica;5;ML;75;GOTA;FRASCO;;Não
BR0284435-3;Sim;CLORIDRATO DE BETAXOLOL;5;%;;;solução oftálmica;15;ML;225;GOTA;FRASCO;;Não
BR0271848-1;Sim;BIMATOPROSTA;0,3;mg;1;mL;solução oftálmica;3;ML;123;GOTA;FRASCO;;Não
BR0271848-2;Sim;BIMATOPROSTA;0,3;mg;1;mL;solução oftálmica;5;ML;205;GOTA;FRASCO;;Não
BR0405997;Sim;BIMATOPROSTA;0,1;mg;1;mL;solução oftálmica;3;ML;120;GOTA;FRASCO;;Não
BR0405997-1;Sim;BIMATOPROSTA;0,1;mg;1;mL;solução oftálmica;5;ML;120;;FRASCO;;Sim
BR0380419;Sim;BIMATOPROSTA + TIMOLOL;0,03 + 0,5;mg;1;mL;solução oftálmica;3;ML;45;GOTA;FRASCO;;Não
BR0268352-1;Sim;TARTARATO DE BRIMONIDINA;0,2;%;;;solução oftálmica;5;ML;100;GOTA;FRASCO;;Não
BR0268352-2;Sim;TARTARATO DE BRIMONIDINA;0,2;%;;;solução oftálmica;10;ML;150;GOTA;FRASCO;;Não
BR0274191-1;Sim;TARTARATO DE BRIMONIDINA;0,15;%;;;solução oftálmica;5;ML;75;GOTA;FRASCO;;Não
BR0274191-2;Sim;TARTARATO DE BRIMONIDINA;0,15;%;;;solução oftálmica;10;ML;150;GOTA;FRASCO;;Não
BR0392403;Sim;TARTARATO DE BRIMONIDINA;0,1;%;;;solução oftálmica;5;ML;75;GOTA;FRASCO;;Não
BR0319000-1;Sim;TARTARATO DE BRIMONIDINA + MALEATO DE TIMOLOL;0,2 + 0,5;%;;;solução oftálmica;5;ML;5;UN.;FRASCO;;Não
BR0319000-2;Sim;TARTARATO DE BRIMONIDINA + MALEATO DE TIMOLOL;0,2 + 0,5;%;;;solução oftálmica;10;ML;10;UN.;FRASCO;;Não
BR0271866-1;Sim;BRINZOLAMIDA;10;mg;1;mL;solução oftálmica;5;ML;100;GOTA;FRASCO;;Não
BR0271866-2;Sim;BRINZOLAMIDA;10;mg;1;mL;solução oftálmica;10;ML;200;GOTA;FRASCO;;Não
BR0395807;Sim;TARTARATO DE BRINZOLAMIDA + MALEATO DE TIMOLOL;10 + 5;mg + mg;1 + 1;mL + mL;solução oftálmica;5;ML;100;;FRASCO;;Sim
BR0282220;Sim;CLORETO DE CARBACOL;0,1;mg;1;mL;solução oftálmica;2;ML;1;FR-AMP.;FRASCO-AMPOLA;;Não
BR0305428-2;Não;CARBOXIMETILCELULOSE SÓDICA;5;mg;1;mL;solução oftálmica;15;ML;300;GOTA;FRASCO;;Não
BR0305429;Sim;CARBOXIMETILCELULOSE SÓDICA;10;mg;1;mL;solução oftálmica;15;ML;300;FR.;FRASCO;;Não
BR0305428;Sim;CARMELOSE SÓDICA;5;mg;1;mL;solução oftálmica;15;ML;1;FR.;FRASCO;;Não
BR0305428-1;Sim;CARMELOSE SÓDICA;5;mg;1;mL;solução oftálmica;5;ML;1;FR.;FRASCO;;Não
BR0305428-3;Sim;CARMELOSE SÓDICA;5;mg;1;mL;solução oftálmica;10;ML;1;FR.;FRASCO;;Não
BR0383409;Sim;CARMELOSE SÓDICA + GLICEROL;5 + 9;mg + mg;1 + 1;mL + mL;solução oftálmica;0,4;ML;8;;FLACONETE;;Não
BR0383409-3;Sim;CARMELOSE SÓDICA + GLICEROL;5 + 9;mg + mg;1 + 1;mL + mL;solução oftálmica;15;ML;300;GOTA;FRASCO;;Não
BR0340128;Sim;FUMARATO DE CETOTIFENO;0,25;mg;1;mL;solução oftálmica;5;ML;195;GOTA;FRASCO;;Não
BR0272134;Sim;CLORIDRATO DE CICLOPENTOLATO;1;%;;;solução oftálmica;5;mL;155;GOTA;FRASCO;C01;Não
BR0298734;Sim;CICLOSPORINA;0,5;mg;1;mL;solução oftálmica;0,4;ML;14;GOTA;FRASCO;;Não
BR0284102;Sim;CIPROFLOXACINO + DEXAMETASONA;3,5 + 1;mg + mg;1 + 1;mL + mL;solução oftálmica;5;ML;135;GOTA;FRASCO;ANTIMICROBIANOS;Não
BR0331158;Sim;CLORIDRATO DE CIPROFLOXACINO;3,5;mg;1;mL;solução oftálmica;5;ML;75;GOTA;FRASCO;ANTIMICROBIANOS;Não
BR0335101-1;Sim;CLORANFENICOL;5;mg;1;mL;solução oftálmica;8;ML;160;GOTA;FRASCO;ANTIMICROBIANOS;Não
BR0335101-2;Sim;CLORANFENICOL;5;mg;1;mL;solução oftálmica;10;ML;200;GOTA;FRASCO;ANTIMICROBIANOS;Não
BR0345638;Sim;CLORANFENICOL;4;mg;1;mL;solução oftálmica;10;ML;200;GOTA;FRASCO;ANTIMICROBIANOS;Não
BR0298445;Sim;CROMOGLICATO DE SÓDIO;2;%;;;solução oftálmica;5;ML;100;GOTA;FRASCO;;Não
BR0298446;Sim;CROMOGLICATO DE SÓDIO;4;%;;;solução oftálmica;5;ML;100;GOTA;FRASCO;;Não
BR0267187;Sim;DEXAMETASONA ;1;mg;1;mL;solução oftálmica;5;ML;5;UN.;FRASCO;;Sim
BR0321234-1;Sim;DEXAMETASONA + NEOMICINA + POLIMIXINA B;1 + 5 + 6.000;mg + mg + UI;1 + 5 + 6.000;mL + mL + mL;suspensão oftálmica;5;ML;100;GOTA;FRASCO;ANTIMICROBIANOS;Não
BR0270457;Sim;FOSFATO DISSÓDICO DE DEXAMETASONA + NEOMICINA;1 + 3,5;mg + mg;1 + 1;mL;solução oftálmica;5;ML;150;GOTA;FRASCO;ANTIMICROBIANOS;Não
BR0270456;Sim;DEXAMETASONA+CLORANFENICOL+CLORIDRATO DE TETRIZOLINA;0,05 + 5 + 0,25;mg + mg + mg;1 + 1 + 1;mL + mL + mL;solução oftálmica;5;ML;1;FR.;FRASCO;;Sim
BR0312390;Sim;DEXTRANA 70 + HIPROMELOSE + GLICEROL;1 + 3 + 2;mg + mg + mg;1 + 1 + 1;mL + mL + mL;solução oftálmica;15;ML;300;GOTA;FRASCO;;Não
BR0271006;Sim;DICLOFENACO SÓDICO;1;mg;1;mL;solução oftálmica;5;ML;220;GOTA;FRASCO;;Não
BR0272580;Sim;DORZOLAMIDA;2;%;;;solução oftálmica;5;ML;100;GOTA;FRASCO;;Não
BR0272579;Sim;DORZOLAMIDA + TIMOLOL;2 + 0,5;% + %;;;solução oftálmica;5;ML;5;GOTA;FRASCO;;Não
BR0396853-1;Sim;FENILEFRINA + TETRACAINA;1 + 10;mg + mg;1 + 1;mL + mL;solução oftálmica;5;ML;100;GOTA;FRASCO;C01;Não
BR0396853-2;Sim;FENILEFRINA + TETRACAINA;1 + 10;mg + mg;1 + 1;mL + mL;solução oftálmica;10;ML;200;GOTA;FRASCO;C01;Não
BR0271790-1;Sim;CLORIDRATO DE FENILEFRINA;10;%;;;solução oftálmica;5;ML;5;AMP.;FRASCO;;Não
BR0271790-2;Sim;CLORIDRATO DE FENILEFRINA;10;%;;;solução oftálmica;10;ML;10;UN.;FRASCO;;Não
BR0271790-3;Sim;CLORIDRATO DE FENILEFRINA;10;%;;;solução oftálmica;15;ML;15;UN.;FRASCO;;Não
BR0272410;Sim;FLUOCINOLONA + NAFAZOLINA + ZINCO + NEOMICINA;0,25 + 0,5 + 4 + 7;mg + mg + mg + mg;1 + 1 + 1 + 1;mL + mL + mL + mL;solução oftálmica;5;ML;100;FR.;FRASCO;ANTIMICROBIANOS;Não
BR0272944;Sim;FLUORESCEÍNA SÓDICA;1;%;;;solução oftálmica;3;ML;1;GOTA;FRASCO;;Não
BR0272945;Sim;FLUORESCEÍNA SÓDICA;2;%;;;solução oftálmica;3;ML;1;UN.;FRASCO;;Não
BR0312860;Sim;FLUORMETOLONA;1;mg;1;mL;solução oftálmica;10;ML;200;GOTA;FRASCO;;Não
BR0312860-1;Sim;FLUORMETOLONA;1;mg;1;mL;solução oftálmica;5;ML;1;GOTA;FRASCO;;Sim
BR0331166;Sim;FLUORMETOLONA;2,5;mg;1;mL;solução oftálmica;5;ML;100;GOTA;FRASCO;;Não
BR0307780;Sim;GATIFLOXACINO;3;mg;1;mL;solução oftálmica;5;ML;1000;GOTA;FRASCO;;Não
BR0372372;Sim;SULFATO DE GENTAMICINA;5;mg;1;mL;solução oftálmica;5;ML;5;FR.;FRASCO;ANTIMICROBIANOS;Sim
BR0435285;Sim;HIALURONATO DE SÓDIO;1,6;%;;;solução oftálmica;0,8;ML;1;UN.;SERINGA PREENCHIDA;;Não
BR0270042;Sim;HIPROMELOSE;5;mg;1;mL;solução oftálmica;10;ML;200;GOTA;FRASCO;;Sim
BR0373909-1;Sim;HIPROMELOSE;3;mg;1;mL;solução oftálmica;5;ML;100;GOTA;FRASCO;;Sim
BR0373909-2;Sim;HIPROMELOSE;3;mg;1;mL;solução oftálmica;10;ML;200;GOTA;FRASCO;;Sim
BR0373909-3;Sim;HIPROMELOSE;3;mg;1;mL;solução oftálmica;15;ML;300;GOTA;FRASCO;;Sim
BR0373909-4;Sim;HIPROMELOSE;0,2;mg;1;mL;solução oftálmica;10;ML;200;GOTA;FRASCO;;Não
BR0373910-1;Sim;HIPROMELOSE;2;mg;1;mL;solução oftálmica;2;ML;40;GOTA;FRASCO;;Não
BR0373910-2;Sim;HIPROMELOSE;2;mg;1;mL;solução oftálmica;4;ML;80;UN.;FRASCO;;Não
BR0373910-3;Sim;HIPROMELOSE;2;mg;1;mL;solução oftálmica;15;ML;300;UN.;FRASCO;;Não
BR0394754;Sim;HIPROMELOSE + CETRIMIDA;3,2 + 0,1;mg + mg;1 + 1;mL + mL;solução oftálmica;10;ML;200;GOTA;FRASCO;;Não
BR0270045;Sim;HIPROMELOSE + DEXTRANA 70;3 + 1;mg + mg;1 + 1;mL + mL;solução oftálmica;15;ML;300;GOTA;FRASCO;;Não
284504;Não;CLORIDRATO DE EPINASTINA;0,05;mg;1;mL ;solução oftálmica;10;ML;200;GOTA;FRASCO;;Não
BR0345638;Não;INATIVO-CLORANFENICOL;4;mg;1;mL;solução oftálmica;10;mL;1;GOTA;FRASCO;ANTIMICROBIANOS;Não
INATIVO IV;Não;LATANOPROSTA + CLORETO DE BENZALCÔNIO;50 + 0,2;mcg + mg;1 + 1;mL + mL;solução oftálmica;2,5;ML;1;UN.;FRASCO;;Não
BR0294417;Sim;LATANOPROSTA;50;mcg;1;mL;solução oftálmica;2,5;ML;83;GOTA;FRASCO;;Sim
BR0294094;Sim;LATANOPROSTA + MALEATO DE TIMOLOL;50 + 5;mcg + mg;1 + 1;mL + mL;solução oftálmica;2,5;ML;82;GOTA;FRASCO;;Não
BR0272234;Sim;CLORIDRATO DE LEVOBUNOLOL;5;mg;1;mL;solução oftálmica;10;ML;200;GOTA;FRASCO;;Não
BR0384297;Sim;MERCAPTAMINA (CISTEAMINA);5;mg;1;mL;solução oftálmica;5;ML;1;UN.;FRASCO;;Não
BR0273690;Sim;METILCELULOSE;2;%;;;solução oftálmica;10;ML;1;FR.;FRASCO;;Não
BR0288300-1;Sim;CLORIDRATO DE MOXIFLOXACINO;5;mg;1;mL;solução oftálmica;3;ML;60;FR.;FRASCO;ANTIMICROBIANOS;Não
BR0288300-2;Sim;CLORIDRATO DE MOXIFLOXACINO;5;mg;1;mL;solução oftálmica;5;ML;100;FR.;FRASCO;ANTIMICROBIANOS;Não
BR0288300-3;Sim;CLORIDRATO DE MOXIFLOXACINO;5;mg;1;mL;solução oftálmica;10;ML;200;FR.;FRASCO;ANTIMICROBIANOS;Não
BR0272411;Sim;NAFAZOLINA, ASSOC. COM FENOLSULFONATO DE ZINCO E BERBERINA;0,5 + 1 + 0,025;mg + mg + mg;1 + 1 + 1;mL + mL + mL;solução oftálmica;24;ML;480;GOTA;FRASCO;;Não
BR0366914;Sim;CLORIDRATO DE NAFAZOLINA;0,12;mg;1;mL;solução oftálmica;15;ML;375;GOTA;FRASCO;;Não
BR0272406;Sim;CLORIDRATO DE NAFAZOLINA + MALEATO DE FENIRAMINA  ;0,25 + 3;mg + mg;1 + 1;mL + mL;solução oftálmica;15;ML;375;GOTA;FRASCO;;Não
BR0291951;Sim;NITRATO DE PRATA;10;mg;1;mL;solução oftálmica;3;ML;60;GOTA;FRASCO;;Não
BR0275477;Sim;OFLOXACINO;3;%;;;solução oftálmica;5;ML;120;GOTA;FRASCO;ANTIMICROBIANOS;Não
BR0354632;Sim;OLOPATADINA;1;mg;1;mL;solução oftálmica;5;ML;125;GOTA;FRASCO;;Não
BR0354633;Sim;OLOPATADINA;2;mg;1;mL;solução oftálmica;2,5;ML;62;GOTA;FRASCO;;Não
BR0271352;Sim;CLORIDRATO DE PILOCARPINA;1;%;;;solução oftálmica;10;ML;200;GOTA;FRASCO;;Não
BR0271353;Sim;CLORIDRATO DE PILOCARPINA;2;%;;;solução oftálmica;5;ML;100;GOTA;FRASCO;;Sim
BR0271353-1;Sim;CLORIDRATO DE PILOCARPINA;2;%;;;solução oftálmica;10;ML;200;GOTA;FRASCO;;Sim
BR0271354;Sim;CLORIDRATO DE PILOCARPINA;4;%;;;solução oftálmica;10;ML;200;GOTA;FRASCO;;Não
BR0375387-1;Sim;POLIETILENOGLICOL 400 + PROPILENOGLICOL;3 + 4;mg + mg;1 + 1;mL + mL;solução oftálmica;5;ML;1;FR.;FRASCO;;Não
BR0375387-2;Sim;POLIETILENOGLICOL 400 + PROPILENOGLICOL;3 + 4;mg + mg;1 + 1;mL + mL;solução oftálmica;10;ML;200;GOTA;FRASCO;;Não
BR0375387-3;Sim;POLIETILENOGLICOL 400 + PROPILENOGLICOL;3 + 4;mg + mg;1 + 1;mL + mL;solução oftálmica;15;ML;1;FR.;FRASCO;;Não
BR0270224;Sim;PREDNISOLONA;1;%;;;solução oftálmica;5;ML;100;GOTA;FRASCO;;Não
BR0269571-1;Sim;CLORIDRATO DE PROXIMETACAÍNA;0,5;%;;;solução oftálmica;5;ML;100;GOTA;FRASCO;C01;Não
BR0269571-2;Sim;CLORIDRATO DE PROXIMETACAÍNA;0,5;%;;;solução oftálmica;15;ML;300;GOTA;FRASCO;C01;Não
BR375387;Sim;SOLUÇÃO OFTÁLMICA  POLIETILENOGLICOL, COMPOSIÇÃO 400, PROPILENOGLICOL,HIDROXIPROPIL GUAR, ÁC.BÓRICO;;;;;solução oftálmica;10;ML;1;;FRASCO;;Sim
BR0415509;Sim;TAFLUPROSTA;15;mcg;1;mL;solução oftálmica;0,03;ML;1;UN.;CARPULE;;Não
BR0272581;Sim;MALEATO DE TIMOLOL;0,5;%;;;solução oftálmica;5;ML;100;GOTA;FRASCO;;Sim
BR0272582;Sim;MALEATO DE TIMOLOL;0,25;%;;;solução oftálmica;5;ML;100;GOTA;FRASCO;;Sim
BR0271581;Sim;TOBRAMICINA;0,3;%;;;solução oftálmica;5;ML;100;GOTA;FRASCO;ANTIMICROBIANOS;Não
BR0352193;Sim;TOBRAMICINA + DEXAMETASONA;3 + 1;mg + mg;1 + 1;mL + mL;solução oftálmica;5;ML;100;GOTA;FRASCO;ANTIMICROBIANOS;Não
BR0268005;Sim;TRAVOPROSTA;0,04;mg;1;mL;solução oftálmica;2,5;ML;50;GOTA;FRASCO;;Não
BR0268005-2;Sim;TRAVOPROSTA;0,004;%;;;solução oftálmica;5;ML;100;GOTA;FRASCO;;Não
BR0356452;Sim;TRAVOPROSTA + MALEATO DE TIMOLOL;0,04 + 5;mg;1 + 1;mL + mL;solução oftálmica;2,5;ML;50;GOTA;FRASCO;;Não
BR0356452-1;Sim;TRAVOPROSTA + MALEATO DE TIMOLOL;0,04 + 5;mg;1 + 1;mL + mL;solução oftálmica;5;ML;100;GOTA;FRASCO;;Não
BR0276393;Sim;CETOROLACO DE TROMETAMOL;5;%;;;solução oftálmica;5;ML;100;GOTA;FRASCO;;Não
BR0274561;Sim;TROPICAMIDA;1;%;;;solução oftálmica;5;ML;100;GOTA;FRASCO;;Não
BR0267732;Sim;VITELINATO DE PRATA;10;%;;;solução oftálmica;5;ML;100;GOTA;FRASCO;;Não
BR0291019-1;Sim; HIALURONIDASE + LIDOCAÍNA + NEOMICINA SULFATO;100 + 50 + 5;UTR + mg + mg;1 + 1 + 1;mL + mL + mL;solução otológica;8;ML;320;GOTA;FRASCO;;Sim
BR0433494;Sim;CARBAMIDA;100;mg;1;mL;solução otológica;10;ML;200;;FRASCO;;Não
BR0335106;Sim;CLORANFENICOL + CLORIDRATO DE LIDOCAÍNA;25 + 30;mg + mg;1 + 1;mL + mL;solução otológica;10;ML;200;GOTA;FRASCO;ANTIMICROBIANOS;Não
BR0278265;Sim;BORATO DE HIDROXIQUINOLINA + TROLAMINA;0,04 + 140;mg + mg;1 + 1;mL + mL;solução otológica;8;ML;160;GOTA;FRASCO;;Não
BR0270229;Sim;POLIMIXINA B + NEOMICINA + FLUOCINOLONA + LIDOCAÍNA;11.000 + 3,85 + 0,275 + 20;UI + mg + mg + mg;1 + 1 + 1 + 1;mL + mL + mL + mL;solução otológica;5;ML;1;FR.;FRASCO;ANTIMICROBIANOS;Não
BR0380865;Sim;POLIMIXINA B + NEOMICINA + FLUOCINOLONA + LIDOCAÍNA;10.000 + 3,5 + 0,25 + 20;UI + mg + mg + mg;1 + 1 + 1 + 1;mL + mL + mL + mL;solução otológica;5;ML;100;GOTA;FRASCO;ANTIMICROBIANOS;Não
BR0395627;Sim;POLIMIXINA B + NEOMICINA + LIDOCAINA + FLUDROCORTISONA;10.000 + 10 + 1 + 40;UI + mg + mg + mg;1 + 1 + 1 + 1;mL + mL + mL + mL;solução otológica;8;ML;224;GOTA;FRASCO;ANTIMICROBIANOS;Não
BR0340764;Sim;DIPROPIONATO DE BETAMETASONA + SULFATO DE GENTAMICINA;1 + 3;mg + mg;1 + 1;mL + mL;solução oto-oftálmica;10;ML;1;FR.;FRASCO;ANTIMICROBIANOS;Não
BR0368919-4;Sim;ÁCIDO ACÉTICO;5;%;;;solução tópica;10;ML;1;FR.;FRASCO;;Não
BR0318305;Sim;ÁCIDO SALICÍLICO + ÁCIDO LÁTICO;170 +150;mg + mg;1 + 1;mL + mL;solução tópica;15;ML;1;FR.;FRASCO;;Não
BR0269070-2;Sim;ÁCIDO TRICLOROACÉTICO;30;%;;;solução tópica;10;ML;1;FR.;FRASCO;;Não
BR0404137;Sim;AZUL DE METILENO;2;$;;;solução tópica;20;ML;1;;FRASCO;;Não
BR0403991;Sim;DIPROPIONATO DE BETAMETASONA + ÁCIDO SALICÍLICO;0,64 + 20;mg + mg;1 + 1;mL + mL;solução tópica;30;ML;1;FR.;FRASCO;;Não
BR0340153;Sim;CICLOPIROX OLAMINA;10;mg;1;mL;solução tópica;15;ML;1;FR.;FRASCO;;Não
BR0284460;Sim;PROPIONATO DE CLOBETASOL;0,5;mg;1;g;solução tópica;50;G;1;FR.;FRASCO;;Sim
BR0269881-2;Sim;DIGLICONATO DE CLOREXIDINA;0,2;%;;;solução tópica;100;ML;100;ML;FRASCO;;Não
BR0342739;Sim;HEPARINA SÓDICA;10.000;UI;1;mL;solução tópica;50;ML;50;ML;FRASCO;;Não
BR0269845-1;Sim;CLORIDRATO DE LIDOCAÍNA;100;mg;1;mL;solução tópica;50;ML;50;ML;FRASCO;;Sim
BR0269845-2;Sim;CLORIDRATO DE LIDOCAÍNA;100;mg;1;mL;solução tópica;70;ML;70;ML;FRASCO;;Sim
BR0327212-2;Sim;LUGOL;5;%;;;solução tópica;10;ML;1;FR.;FRASCO;;Não
BR0268267;Sim;NITRATO DE MICONAZOL;2;%;;;solução tópica;30;ML;30;FR.;FRASCO;;Sim
BR0268270;Sim;MONOSSULFIRAM;250;mg;1;mL;solução tópica;100;ML;1;FR.;FRASCO;;Não
BR0274527;Sim;NITROFURAL;2;mg;1;mL;solução tópica;500;ML;1;FR.;FRASCO;;Não
