"CO_SEQ_ID";"NU_ISID";"NO_NM";"NO_NM_PT_BR";"CO_DCBCD";"CO_NCAS";"NO_DESCR_PT_BR"
"453251";"@brasil16306332577";"cartasteína";"cartasteína";"01802";"149079-51-6";"DCB"
"453252";"@brasil12482811539";"cartazolato";"cartazolato";"01803";"34966-41-1";"DCB"
"453253";"@brasil13495060272";"carum carvi";"carum carvi";"10229";\N;"DCB"
"453254";"@brasil10026867053";"carum carvi l.";"carum carvi l.";"11044";\N;"DCB"
"453255";"@brasil19649154755";"carumonam";"carumonam";"01807";"87638-04-8";"DCB"
"453256";"@brasil18165172931";"carvotrolina";"carvotrolina";"01809";"107266-08-0";"DCB"
"453257";"@brasil11878400697";"carzelesina";"carzelesina";"01810";"119813-10-4";"DCB"
"453258";"@brasil14896484998";"carzenida";"carzenida";"01811";"138-41-0";"DCB"
"453260";"@brasil19546661365";"cascarilla";"cascarilla";"10231";\N;"DCB"
"453261";"@brasil11191637506";"cascarosídeo a";"cascarosídeo a";"09678";"53823-08-8";"DCB"
"453262";"@brasil17318203743";"cascarosídeo b";"cascarosídeo b";"09679";"53861-34-0";"DCB"
"453263";"@brasil13016106506";"casearia sylvestris sw.";"casearia sylvestris sw.";"10863";\N;"DCB"
"453264";"@brasil13125921610";"caseinassuccinila férrica";"caseinassuccinila férrica";"09816";"93615-44-2";"DCB"
"453265";"@brasil16581288841";"caseinato de cálcio";"caseinato de cálcio";"01813";"9005-43-0";"DCB"
"453266";"@brasil13528679685";"casocefamida";"casocefamida";"01814";"98815-38-4";"DCB"
"453267";"@brasil17899532211";"casopitanto";"casopitanto";"09694";"414910-27-3";"DCB"
"453268";"@brasil18911622312";"cassia fistula l.";"cassia fistula l.";"10704";\N;"DCB"
"453269";"@brasil10859515238";"catinona";"catinona";"01818";"71031-15-7";"DCB"
"453270";"@brasil17562709558";"caulophyllum thalictroides";"caulophyllum thalictroides";"10232";\N;"DCB"
"453271";"@brasil15235002388";"causticum";"causticum";"10233";\N;"DCB"
"453272";"@brasil13486883576";"ceanothus americanus";"ceanothus americanus";"10237";\N;"DCB"
"453273";"@brasil11729411026";"cebuzona";"cebuzona";"01819";"853-34-9";"DCB"
"453274";"@brasil18186404710";"cedefingol";"cedefingol";"01820";"35301-24-7";"DCB"
"453275";"@brasil15743790784";"cedelizumabe";"cedelizumabe";"01821";"156586-90-2";"DCB"
"453276";"@brasil14159740100";"cediranibe";"cediranibe";"11135";"288383-20-0";"DCB"
"453277";"@brasil13567328455";"cedron";"cedron";"10234";\N;"DCB"
"453278";"@brasil15357422282";"cefacetrila";"cefacetrila";"01822";"10206-21-0";"DCB"
"453279";"@brasil16085126357";"cefacetrila sódica";"cefacetrila sódica";"01823";"23239-41-0";"DCB"
"453280";"@brasil14353365248";"cefalexina sódica";"cefalexina sódica";"01828";"38932-40-0";"DCB"
"453281";"@brasil13511447480";"cefaloram";"cefaloram";"01833";"859-07-4";"DCB"
"453282";"@brasil14497141961";"cefaparol";"cefaparol";"01839";"51627-20-4";"DCB"
"453283";"@brasil11951367678";"cefazaflur";"cefazaflur";"01843";"58665-96-6";"DCB"
"453284";"@brasil16265412815";"cefazedona";"cefazedona";"01844";"56187-47-4";"DCB"
"453285";"@brasil15472961351";"cefbuperazona";"cefbuperazona";"01847";"76610-84-9";"DCB"
"453286";"@brasil18568568617";"cefcanel";"cefcanel";"01848";"41952-52-7";"DCB"
"453287";"@brasil16423959345";"cefclidina";"cefclidina";"01849";"105239-91-6";"DCB"
"453288";"@brasil16414091181";"cefdaloxima";"cefdaloxima";"01850";"80195-36-4";"DCB"
"453289";"@brasil12798578181";"cefedrolor";"cefedrolor";"01853";"57847-69-5";"DCB"
"453290";"@brasil14750617670";"cefempidona";"cefempidona";"01854";"103238-57-9";"DCB"
"453291";"@brasil15357354119";"cefetecol";"cefetecol";"01859";"117211-03-7";"DCB"
"453292";"@brasil12534917892";"cefetrizol";"cefetrizol";"01860";"65307-12-2";"DCB"
"453293";"@brasil16602527410";"cefivitrila";"cefivitrila";"01861";"66474-36-0";"DCB"
"453294";"@brasil15407883686";"cefluprenam";"cefluprenam";"01863";"116853-25-9";"DCB"
"453295";"@brasil17231836510";"cefmatileno";"cefmatileno";"01864";"140128-74-1";"DCB"
"453296";"@brasil19935531800";"cefmenoxima";"cefmenoxima";"01865";"65085-01-0";"DCB"
"453297";"@brasil17982149781";"cefodizima dissódica";"cefodizima dissódica";"09369";"86329-79-5";"DCB"
"453298";"@brasil10104153816";"cefoselis";"cefoselis";"01875";"122841-10-5";"DCB"
"453299";"@brasil16574320043";"cefoxazol";"cefoxazol";"01881";"36920-48-6";"DCB"
"453300";"@brasil12559139077";"cefpimizol";"cefpimizol";"01884";"84880-03-5";"DCB"
"453301";"@brasil13072735566";"cefpiramida";"cefpiramida";"01885";"70797-11-4";"DCB"
"453302";"@brasil17686260906";"cefradina di-hidratada";"cefradina di-hidratada";"10618";"31828-50-9";"DCB"
"453303";"@brasil19213098145";"cefradina monoidratada";"cefradina monoidratada";"10619";"75975-70-1";"DCB"
"453304";"@brasil13006708316";"cefrotila";"cefrotila";"01893";"52231-20-6";"DCB"
"453305";"@brasil17394247451";"cefroxadina";"cefroxadina";"01894";"51762-05-1";"DCB"
"453306";"@brasil17951112618";"cefsumida";"cefsumida";"01896";"54818-11-0";"DCB"
"453307";"@brasil17572821048";"ceftazidima sódica";"ceftazidima sódica";"01898";"73547-61-2";"DCB"
"453308";"@brasil14010767696";"cefteram";"cefteram";"01899";"82547-58-8";"DCB"
"453309";"@brasil17335375645";"ceftezol";"ceftezol";"01900";"26973-24-0";"DCB"
"453310";"@brasil14644575447";"ceftioleno";"ceftioleno";"01904";"77360-52-2";"DCB"
"453311";"@brasil11216750610";"ceftióxido";"ceftióxido";"01905";"71048-88-9";"DCB"
"453312";"@brasil12150027016";"ceftizoxima alapivoxila";"ceftizoxima alapivoxila";"01907";"135821-54-4";"DCB"
"453313";"@brasil17099883561";"ceftobiprol";"ceftobiprol";"09658";"209467-52-7";"DCB"
"453314";"@brasil19049337065";"ceftobiprol medocarila sódico";"ceftobiprol medocarila sódico";"11532";"252188-71-9";"DCB"
"453315";"@brasil13947034955";"ceftolozana";"ceftolozana";"11363";"689293-68-3";"DCB"
"453316";"@brasil12587163887";"cefuracetima";"cefuracetima";"01912";"39685-31-9";"DCB"
"453317";"@brasil11094714878";"cefuzonam";"cefuzonam";"01915";"82219-78-1";"DCB"
"453318";"@brasil17712083035";"celaburato";"celaburato";"01916";"9004-36-8";"DCB"
"453319";"@brasil15276270856";"celacefato";"celacefato";"01917";"9004-38-0";"DCB"
"453320";"@brasil13245105484";"celgosivir";"celgosivir";"01919";"121104-96-9";"DCB"
"453321";"@brasil10396715159";"celmoleucina";"celmoleucina";"01922";"94218-72-1";"DCB"
"453322";"@brasil12248259653";"celucloral";"celucloral";"01924";\N;"DCB"
"453323";"@brasil10051153096";"centaurium erythraea rafn";"centaurium erythraea rafn";"11000";\N;"DCB"
"453324";"@brasil13510986829";"ceracianina";"ceracianina";"01927";"18719-76-1";"DCB"
"453325";"@brasil17401475166";"cerasus virginiana";"cerasus virginiana";"10235";\N;"DCB"
"453326";"@brasil16474415654";"cerebrum suis";"cerebrum suis";"11485";\N;"DCB"
"453327";"@brasil10167653084";"cereus bomplandii";"cereus bomplandii";"10236";\N;"DCB"
"453328";"@brasil11415018765";"cereus peruvianus (l.) mill.";"cereus peruvianus (l.) mill.";"10705";\N;"DCB"
"453329";"@brasil16572134881";"cericlamina";"cericlamina";"01928";"112922-55-1";"DCB"
"453330";"@brasil18615618419";"ceritinibe";"ceritinibe";"11470";"1032900-25-6";"DCB"
"453331";"@brasil13361687764";"ceronapril";"ceronapril";"01931";"111223-26-8";"DCB"
"453332";"@brasil10961583871";"ceruletida";"ceruletida";"01933";"17650-98-5";"DCB"
"453333";"@brasil14722856369";"cetabeno";"cetabeno";"01935";"55986-43-1";"DCB"
"453334";"@brasil10729530546";"cetamolol";"cetamolol";"01938";"34919-98-7";"DCB"
"453335";"@brasil19479083928";"cetazocina";"cetazocina";"01941";"36292-69-0";"DCB"
"453336";"@brasil15206828316";"cetiedil";"cetiedil";"01944";"14176-10-4";"DCB"
"453337";"@brasil17596890102";"cetimipramina";"cetimipramina";"01946";"796-29-2";"DCB"
"453338";"@brasil12363965875";"cetocaína";"cetocaína";"01952";"1092-46-2";"DCB"
"453339";"@brasil19029159375";"cetocainol";"cetocainol";"01954";"7488-92-8";"DCB"
"453340";"@brasil18053899562";"cetociclina";"cetociclina";"01955";"53228-00-5";"DCB"
"453341";"@brasil13182019993";"cetoexazina";"cetoexazina";"01957";"7007-92-3";"DCB"
"453342";"@brasil11748401588";"cetofenicol";"cetofenicol";"01958";"735-52-4";"DCB"
"453343";"@brasil19195948268";"cetolaurato de testosterona";"cetolaurato de testosterona";"08451";"5874-98-6";"DCB"
"453344";"@brasil10734536889";"cetorfanol";"cetorfanol";"01962";"79798-39-3";"DCB"
"453345";"@brasil16084839947";"cetotiamina";"cetotiamina";"01965";"137-76-8";"DCB"
"453346";"@brasil18220589380";"cetotrexato";"cetotrexato";"01969";"52196-22-2";"DCB"
"453347";"@brasil12848427371";"cetoxal";"cetoxal";"01970";"27762-78-3";"DCB"
"453348";"@brasil19580369021";"cetoxima";"cetoxima";"01971";"25394-78-9";"DCB"
"453349";"@brasil19356563302";"cetraxato";"cetraxato";"01972";"34675-84-8";"DCB"
"453350";"@brasil18041709760";"chaulmossulfona";"chaulmossulfona";"01977";"473-32-5";"DCB"
"453351";"@brasil12138859202";"chenopodium anthelminthicum";"chenopodium anthelminthicum";"10240";\N;"DCB"
"453352";"@brasil16569167035";"chimaphila umbellata";"chimaphila umbellata";"10241";\N;"DCB"
"453353";"@brasil16429257881";"chininum arsenicosum";"chininum arsenicosum";"10243";\N;"DCB"
"453354";"@brasil12438788610";"chininum muriaticum";"chininum muriaticum";"10244";\N;"DCB"
"453355";"@brasil12906169715";"chininum purum";"chininum purum";"10245";\N;"DCB"
"453356";"@brasil17214483055";"chininum sulphuricum";"chininum sulphuricum";"10246";\N;"DCB"
"453357";"@brasil17353906441";"chlorum";"chlorum";"10248";\N;"DCB"
"453358";"@brasil15126083347";"cholesterinum";"cholesterinum";"10249";\N;"DCB"
"453359";"@brasil13568697722";"chrysarobinum";"chrysarobinum";"10250";\N;"DCB"
"453360";"@brasil12465238879";"ciacetacida";"ciacetacida";"01978";"140-87-4";"DCB"
"453361";"@brasil11620101537";"ciadox";"ciadox";"01979";"65884-46-0";"DCB"
"453362";"@brasil10704791359";"ciamexona";"ciamexona";"01981";"75985-31-8";"DCB"
"453363";"@brasil18663652489";"cianergolina";"cianergolina";"01982";"74627-35-3";"DCB"
"453364";"@brasil11203888682";"cianidanol";"cianidanol";"01983";"154-23-4";"DCB"
"453365";"@brasil10028486250";"cianocobalamina (58 co)";"cianocobalamina (58 co)";"01986";"18195-32-9";"DCB"
"453366";"@brasil16530765513";"cianocobalamina (60 co)";"cianocobalamina (60 co)";"09726";"13422-53-2";"DCB"
"453367";"@brasil12568369127";"cianopramina";"cianopramina";"01987";"66834-24-0";"DCB"
"453368";"@brasil13249549401";"cibenzolina";"cibenzolina";"01988";"53267-01-9";"DCB"
"453369";"@brasil18542639935";"cicaprosta";"cicaprosta";"01989";"95722-07-9";"DCB"
"453370";"@brasil12964551785";"cicarperona";"cicarperona";"01990";"54063-29-5";"DCB"
"453371";"@brasil19194839426";"ciclactato";"ciclactato";"01992";"15145-14-9";"DCB"
"453372";"@brasil17080542086";"ciclafrina";"ciclafrina";"01993";"55694-98-9";"DCB"
"453373";"@brasil17818192463";"ciclamato de aminofenazona";"ciclamato de aminofenazona";"00684";"747-30-8";"DCB"
"453374";"@brasil17849336365";"ciclamato de cálcio";"ciclamato de cálcio";"01994";"139-06-0";"DCB"
"453375";"@brasil15792104745";"ciclarbamato";"ciclarbamato";"01997";"5779-54-4";"DCB"
"453376";"@brasil15412514939";"ciclazindol";"ciclazindol";"01998";"37751-39-6";"DCB"
"453377";"@brasil19686260770";"ciclazocina";"ciclazocina";"01999";"3572-80-3";"DCB"
"453378";"@brasil12193759345";"ciclazodona";"ciclazodona";"02000";"14461-91-7";"DCB"
"453379";"@brasil11910014721";"cicletanina";"cicletanina";"02002";"89943-82-8";"DCB"
"453380";"@brasil12968795878";"ciclexanona";"ciclexanona";"02003";"15301-52-7";"DCB"
"453381";"@brasil19113935536";"ciclexedrina";"ciclexedrina";"11102";"532-52-5";"DCB"
"453382";"@brasil16663290359";"ciclindol";"ciclindol";"02004";"32211-97-5";"DCB"
"453383";"@brasil15974645497";"cicliomenol";"cicliomenol";"02005";"10572-34-6";"DCB"
"453384";"@brasil19883356716";"cicliramina";"cicliramina";"02006";"47128-12-1";"DCB"
"453385";"@brasil11492847400";"ciclobarbital cálcico";"ciclobarbital cálcico";"02010";"143-76-0";"DCB"
"453386";"@brasil17814167156";"ciclobendazol";"ciclobendazol";"02011";"31431-43-3";"DCB"
"453387";"@brasil14592293894";"ciclobutirol";"ciclobutirol";"02014";"512-16-3";"DCB"
"453388";"@brasil19518968311";"cicloexanocarboxilato de nandrolona";"cicloexanocarboxilato de nandrolona";"11103";"18470-94-5";"DCB"
"453389";"@brasil13817960184";"cicloexanopropionato de nandrolona";"cicloexanopropionato de nandrolona";"11104";"912-57-2";"DCB"
"453390";"@brasil10532896294";"cicloexilmetilcarbonato de trembolona";"cicloexilmetilcarbonato de trembolona";"11105";"23454-33-3";"DCB"
"453391";"@brasil11210601227";"ciclofenazina";"ciclofenazina";"02016";"17692-26-1";"DCB"
"453392";"@brasil14454317561";"ciclomenol";"ciclomenol";"02021";"5591-47-9";"DCB"
"453393";"@brasil18639784433";"ciclonicato";"ciclonicato";"02024";"53449-58-4";"DCB"
"453394";"@brasil19835969794";"ciclopentobarbital";"ciclopentobarbital";"11106";"76-68-6";"DCB"
"453395";"@brasil13260495981";"ciclopregnol";"ciclopregnol";"02030";"465-53-2";"DCB"
"453396";"@brasil16794570828";"cicloprofeno";"cicloprofeno";"02031";"36950-96-6";"DCB"
"453397";"@brasil14191366511";"cicloprolol";"cicloprolol";"02032";"63659-12-1";"DCB"
"453398";"@brasil10573120377";"ciclosidomina";"ciclosidomina";"02035";"66564-16-7";"DCB"
"453399";"@brasil10291502661";"ciclossilicato de zircônio dissódico";"ciclossilicato de zircônio dissódico";"11471";"17141-74-1";"DCB"
"453400";"@brasil19738152481";"ciclossilicato de zircônio dissódico hidratado";"ciclossilicato de zircônio dissódico hidratado";"11472";"242800-27-7";"DCB"
"453401";"@brasil17816254734";"ciclotizolam";"ciclotizolam";"02039";"58765-21-2";"DCB"
"453402";"@brasil19866816539";"ciclovalona";"ciclovalona";"02040";"579-23-7";"DCB"
"453403";"@brasil15885318800";"cicloxolona";"cicloxolona";"02041";"52247-86-6";"DCB"
"453404";"@brasil19826144695";"cicortonida";"cicortonida";"02042";"19705-61-4";"DCB"
"453405";"@brasil11474767383";"cicotiamina";"cicotiamina";"02043";"6092-18-8";"DCB"
"453406";"@brasil17895403137";"cicuta virosa";"cicuta virosa";"10251";\N;"DCB"
"453407";"@brasil15052713848";"cideferrona";"cideferrona";"02045";"64440-87-5";"DCB"
"453408";"@brasil11577360136";"cidoxepina";"cidoxepina";"02047";"3607-18-9";"DCB"
"453409";"@brasil12728659446";"cieptamida";"cieptamida";"02048";"7199-29-3";"DCB"
"453410";"@brasil18911217131";"cieptolano";"cieptolano";"02049";"34753-46-3";"DCB"
"453411";"@brasil16370107628";"cifostodina";"cifostodina";"02050";"633-90-9";"DCB"
"453412";"@brasil15116887058";"ciglitazona";"ciglitazona";"02051";"74772-77-3";"DCB"
"453413";"@brasil16474112714";"ciladopa";"ciladopa";"02052";"80109-27-9";"DCB"
"453414";"@brasil17019902705";"cilengitida";"cilengitida";"02059";"188968-51-6";"DCB"
"453415";"@brasil15677175693";"cilmostim";"cilmostim";"02060";"148637-05-2";"DCB"
"453416";"@brasil17326170658";"cilobamina";"cilobamina";"02061";"69429-84-1";"DCB"
"453417";"@brasil19599326520";"cilobradina";"cilobradina";"02063";"109859-78-1";"DCB"
"453418";"@brasil16018120939";"cilofungina";"cilofungina";"02064";"79404-91-4";"DCB"
"453419";"@brasil11292625442";"cilomilaste";"cilomilaste";"02065";"153259-65-5";"DCB"
"453420";"@brasil18408764699";"cilostamida";"cilostamida";"02066";"68550-75-4";"DCB"
"453421";"@brasil18165947484";"ciltoprazina";"ciltoprazina";"02068";"54063-30-8";"DCB"
"453422";"@brasil15603443629";"cilutazolina";"cilutazolina";"02069";"104902-08-1";"DCB"
"453423";"@brasil13519376006";"cimaterol";"cimaterol";"02070";"54239-37-1";"DCB"
"453424";"@brasil10786549448";"cimemoxina";"cimemoxina";"02071";"3788-16-7";"DCB"
"453425";"@brasil13374619532";"cimepanol";"cimepanol";"02072";"29474-12-2";"DCB"
"453426";"@brasil14513449625";"cimoxatona";"cimoxatona";"02075";"73815-11-9";"DCB"
"453427";"@brasil12443389837";"cimpereno";"cimpereno";"02076";"14796-24-8";"DCB"
"453428";"@brasil18676600620";"cimprazol";"cimprazol";"02077";"51493-19-7";"DCB"
"453429";"@brasil16052833902";"cimpropazida";"cimpropazida";"02078";"23887-47-0";"DCB"
"453430";"@brasil14234367956";"cina";"cina";"10253";\N;"DCB"
"453431";"@brasil13013338382";"cinalucaste";"cinalucaste";"02079";"128312-51-6";"DCB"
"453432";"@brasil12363588354";"cinamato de cloranfenicol";"cinamato de cloranfenicol";"02338";"14399-14-5";"DCB"
"453433";"@brasil12777926932";"cinamato de piroxicam";"cinamato de piroxicam";"07212";"87234-24-0";"DCB"
"453434";"@brasil16798869906";"cinamaverina";"cinamaverina";"02082";"1679-75-0";"DCB"
"453435";"@brasil15660569047";"cinamolol";"cinamolol";"02085";"39099-98-4";"DCB"
"453436";"@brasil17906235825";"cinanserina";"cinanserina";"02086";"1166-34-3";"DCB"
"453437";"@brasil12549472294";"cinaproxeno";"cinaproxeno";"02087";"89163-44-0";"DCB"
"453438";"@brasil19028654300";"cinarina";"cinarina";"02088";"1884-24-8";"DCB"
"453439";"@brasil17494854932";"cinchofeno sódico";"cinchofeno sódico";"02094";"5949-18-8";"DCB"
"453440";"@brasil10388312069";"cinchona pubescens";"cinchona pubescens";"11483";\N;"DCB"
"453441";"@brasil19456995853";"cinecromeno";"cinecromeno";"02095";"62380-23-8";"DCB"
"453442";"@brasil16120043373";"cinepaxadil";"cinepaxadil";"02096";"69118-25-8";"DCB"
"453443";"@brasil12229229613";"cinepazete";"cinepazete";"02097";"23887-41-4";"DCB"
"453444";"@brasil12786018253";"cinepazida";"cinepazida";"02099";"23887-46-9";"DCB"
"453445";"@brasil17242402737";"cinfenina";"cinfenina";"02101";"54141-87-6";"DCB"
"453446";"@brasil17853959236";"cinfenoaco";"cinfenoaco";"02102";"66984-59-6";"DCB"
"453447";"@brasil17542588278";"cinflumida";"cinflumida";"02103";"64379-93-7";"DCB"
"453448";"@brasil14151063992";"cingestol";"cingestol";"02104";"16915-71-2";"DCB"
"453449";"@brasil18127555433";"cinmetacina";"cinmetacina";"02106";"20168-99-4";"DCB"
"453450";"@brasil18184585502";"cinnamomum cassia (l.) j. presl";"cinnamomum cassia (l.) j. presl";"09900";\N;"DCB"
"453451";"@brasil16540261520";"cinnamomum verum j. presl";"cinnamomum verum j. presl";"09901";\N;"DCB"
"453452";"@brasil18147551404";"cinnamomum zeylanicum";"cinnamomum zeylanicum";"10254";\N;"DCB"
"453453";"@brasil11116972770";"cinoctramida";"cinoctramida";"02107";"28598-08-5";"DCB"
"453454";"@brasil11142209945";"cinofuradiona";"cinofuradiona";"02108";"477-80-5";"DCB"
"453455";"@brasil12360131722";"cinolazepam";"cinolazepam";"02109";"75696-02-5";"DCB"
"453456";"@brasil18374029087";"cinopentazona";"cinopentazona";"02110";"2056-56-6";"DCB"
"453457";"@brasil14789750579";"cinoquidox";"cinoquidox";"02111";"64557-97-7";"DCB"
"453458";"@brasil18826665940";"cinoxolona";"cinoxolona";"02114";"31581-02-9";"DCB"
"453459";"@brasil19764078275";"cinoxopazida";"cinoxopazida";"02115";"88053-05-8";"DCB"
"453460";"@brasil12340393868";"cinromida";"cinromida";"02116";"58473-74-8";"DCB"
"453461";"@brasil12409734820";"cintramida";"cintramida";"02117";"5588-21-6";"DCB"
"453462";"@brasil15027492803";"cinuperona";"cinuperona";"02118";"82117-51-9";"DCB"
"453463";"@brasil17908259868";"cioteronel";"cioteronel";"02119";"89672-11-7";"DCB"
"453464";"@brasil14458821241";"cipanfilina";"cipanfilina";"02120";"132210-43-6";"DCB"
"453465";"@brasil18569326909";"cipemastate";"cipemastate";"02121";"190648-49-8";"DCB"
