"CO_SEQ_ID";"NU_VPID";"NO_NM";"principio";"cat_anvisa";"renam";"NU_SNOMED";"atc";"route";"ingredientes_conc_unid";"form"
"364791";"@brasil13509517313";"Levotiroxina Sódica 37,5 microgramas comprimido";"Levotiroxina Sódica";"Iodoterapia";\N;\N;"H03AA01 levotiroxina sódica";"Oral";"levotiroxina sódica 37.000 micrograma";"Comprimido"
"258603";"@brasil19714932513";"Levotiroxina Sódica 38 microgramas comprimido";"Levotiroxina Sódica";"Hormônios tireoideanos simples ou associados entre si";\N;\N;"H03AA01 levotiroxina sódica";"Oral";"levotiroxina sódica 38.000 micrograma";"Comprimido"
"258392";"@brasil12524965471";"Levotiroxina Sódica 50 microgramas comprimido";"Levotiroxina Sódica";"Hormônios tireoideanos simples ou associados entre si";"Básico";"374295007";"H03AA01 levotiroxina sódica";"Oral";"levotiroxina sódica 50.000 micrograma";"Comprimido"
"364798";"@brasil15148699128";"Levotiroxina Sódica 62,5 microgramas comprimido";"Levotiroxina Sódica";"Iodoterapia";\N;\N;"H03AA01 levotiroxina sódica";"Oral";"levotiroxina sódica 62.000 micrograma";"Comprimido"
"258409";"@brasil19253793393";"Levotiroxina Sódica 75 microgramas comprimido";"Levotiroxina Sódica";"Hormônios tireoideanos simples ou associados entre si";\N;"376988009";"H03AA01 levotiroxina sódica";"Oral";"levotiroxina sódica 75.000 micrograma";"Comprimido"
"258447";"@brasil16971679669";"Levotiroxina Sódica 88 microgramas comprimido";"Levotiroxina Sódica";"Hormônios tireoideanos simples ou associados entre si";\N;"374301008";"H03AA01 levotiroxina sódica";"Oral";"levotiroxina sódica 88.000 micrograma";"Comprimido"
"604540";"@brasil16445047058";"Lidocaína 100 mg/2 mL (5%) + Glicose 150 mg/2 mL solução para injeção; ampola";"Lidocaína + Glicose";"Anestésicos locais";"Básico";\N;"N01BB52 lidocaína, associações contendo";"Intratecal";"cloridrato de lidocaína 50.000 mg (Miligrama),glicose 75.000 mg (Miligrama)";"Solução para injeção"
"789873";"@brasil14848228183";"Lidocaína 100 mg/5 mL (2%) solução para injeção; ampola";"Lidocaína";"Anestésicos locais";"Básico";"3601911000001107";"N01BB02 lidocaína";"Infiltração,Intramuscular,Intravenosa,Peridural,Perineural";"cloridrato de lidocaína 20.000 mg (Miligrama)";"Solução para injeção"
"779097";"@brasil11212690435";"Lidocaína 100 mg/mL (10%) solução spray";"Lidocaína";"Anestésicos locais";\N;"334246001";"N01BB02 lidocaína";"Mucosa";"lidocaína 100.000 mg (Miligrama)";"Solução spray"
"70233";"@brasil17557734125";"Lidocaína 100 mg/mL solução";"Lidocaína";"Anestésicos locais";\N;\N;"C01BB01 lidocaína";"Não disponível";\N;"Não aplicável"
"347253";"@brasil16360951675";"Lidocaína 20 mg/g (2%) gel";"Lidocaína";"Anestésicos locais";"Básico";"334243009";"D04AB01 lidocaína";"Uretral";"cloridrato de lidocaína 20.000 mg (Miligrama)";"Gel"
"611439";"@brasil16493067634";"Lidocaína 20 mg/mL (2%) + Epinefrina 0,01 mg/mL (1:100.000) solução para injeção 1,8 mL; carpule";"Lidocaína + Epinefrina";"Anestésicos locais";\N;\N;"N01BB52 lidocaína, associações contendo";"Infiltração,Perineural";"cloridrato de lidocaína 20.000 mg (Miligrama),epinefrina 10.000 micrograma";"Solução para injeção"
"614453";"@brasil17363764145";"Lidocaína 20 mg/mL (2%) + Epinefrina 0,02 mg/mL (1:50.000) solução para injeção 1,8 mL; carpule";"Lidocaína + Epinefrina";"Anestésicos locais";\N;\N;"N01BB52 lidocaína, associações contendo";"Infiltração,Perineural";"cloridrato de lidocaína 20.000 mg (Miligrama),epinefrina 20.000 micrograma";"Solução para injeção"
"790661";"@brasil17129727662";"Lidocaína 20 mg/mL + Cloreto de Benzalcônio 1,3 mg/mL solução spray";"Lidocaína + Benzalcônio";"Antisséptico";\N;\N;\N;"Dermatológica";"cloreto de benzalcônio 1.000 mg (Miligrama),cloridrato de lidocaína 20.000 mg (Miligrama)";"Solução spray"
"611485";"@brasil15163549262";"Lidocaína 200 mg/20 mL (1%) + Epinefrina 100 microgramas/20 mL (1:200.000) solução para injeção; frasco-ampola";"Lidocaína + Epinefrina";"Anestésicos locais";\N;\N;"N01BB52 lidocaína, associações contendo";"Epidural,Perineural";"cloridrato de lidocaína 10.000 mg (Miligrama),hemitartarato de epinefrina 5.000 micrograma";"Solução para injeção"
"611519";"@brasil14662250534";"Lidocaína 200 mg/20 mL (1%) solução para injeção; frasco-ampola";"Lidocaína";"Anestésicos locais";"Básico";"3602411000001109";"N01BB02 lidocaína";"Infiltração,Intravenosa,Peridural,Perineural";"cloridrato de lidocaína 10.000 mg (Miligrama)";"Solução para injeção"
"523105";"@brasil13076087843";"Lidocaína 21 mg/mL + Cloreto de Benzetônio 1,33 mg/mL solução spray";"Lidocaína + Benzalcônio";"Antisséptico";\N;\N;"N01BB52 lidocaína, associações contendo";"Dermatológica";"cloreto de benzalcônio 1.000 mg (Miligrama),cloridrato de lidocaína 21.000 mg (Miligrama)";"Solução spray"
"342439";"@brasil17325446797";"Lidocaína 25 mg/g + Prilocaína 25 mg/g creme";"Lidocaína + Prilocaína";"Anestésicos locais";\N;"331615006";\N;"Dermatológica";"lidocaína 25.000 mg (Miligrama),prilocaína 25.000 mg (Miligrama)";"Creme"
"70267";"@brasil14359071462";"Lidocaína 36 mg/1,8 mL solução para injeção; frasco";"Lidocaína";\N;\N;\N;"C01BB01 lidocaína";"Via de administração não aplicável";\N;"Não aplicável"
"510234";"@brasil10025373966";"Lidocaína 40 mg/g creme";"Lidocaína";"Anestésicos";\N;\N;"D04AB01 lidocaína";"Dermatológica";"lidocaína 40.000 mg (Miligrama)";"Creme"
"788298";"@brasil13899898987";"Lidocaína 400 mg/20 mL (2%) + Epinefrina 100 microgramas/20 mL (1:200.000) solução para injeção; frasco-ampola";"Lidocaína + Epinefrina";"Anestésicos locais";\N;\N;"N01BB52 lidocaína, associações contendo";"Infiltração,Intravenosa,Peridural,Perineural";"cloridrato de lidocaína 20.000 mg (Miligrama),hemitartarato de epinefrina 5.000 micrograma";"Solução para injeção"
"611589";"@brasil11289355075";"Lidocaína 400 mg/20 mL (2%) solução para injeção; ampola";"Lidocaína";"Anestésicos locais";"Básico";"406319006";"N01BB02 lidocaína";"Infiltração,Intravenosa,Peridural,Perineural";"cloridrato de lidocaína 20.000 mg (Miligrama)";"Solução para injeção"
"780739";"@brasil19805702238";"Lidocaína 400 mg/20 mL (2%) solução para injeção; frasco-ampola";"Lidocaína";"Anestésicos locais";"Básico";\N;"C05AD01 lidocaína";"Infiltração,Intravenosa,Peridural,Perineural";"cloridrato de lidocaína 20.000 mg (Miligrama)";"Solução para injeção"
"604960";"@brasil13651311269";"Lidocaína 50 mg/5 mL (1%) solução para injeção; ampola";"Lidocaína";"Anestésicos locais";"Básico";"406314001";"N01BB02 lidocaína";"Epidural,Intramuscular,Intravenosa,Perineural,Subcutânea";"cloridrato de lidocaína 10.000 mg (Miligrama)";"Solução para injeção"
"595839";"@brasil10080074853";"Lidocaína 50 mg/g (5%) emplastro";"Lidocaína";"Anestésicos locais";\N;\N;"D04AB01 lidocaína";"Dermatológica";"lidocaína 50.000 mg (Miligrama)";"Emplastro"
"520355";"@brasil17368388963";"Lidocaína 50 mg/g + Acetato de Hidrocortisona 2,5 mg/g + Óxido de Zinco 180 mg/g + Subacetato de Alumínio 35 mg/g pomada retal";"Não existe ainda nenhuma associação de VTM para este VMP";"Anti-hemorroidário tópico";\N;\N;\N;"Retal";"acetato de hidrocortisona 2.000 mg (Miligrama),lidocaína 50.000 mg (Miligrama),óxido de zinco 180.000 mg (Miligrama),subacetato de alumínio 35.000 mg (Miligrama)";"Pomada"
"783836";"@brasil15613688075";"Lidocaína 50 mg/g pomada";"Lidocaína";"Anestésicos locais";\N;\N;"D04AB01 lidocaína";"Bucal,Dermatológica,Mucosa";"lidocaína 50.000 mg (Miligrama)";"Pomada"
"70310";"@brasil17614397151";"Lidocaína 500 mg/50 mL solução para injeção; frasco";"Lidocaína";\N;"Básico";\N;"C01BB01 lidocaína";"Não disponível";"não disponível 0.000 desconhecido";"Não disponível"
"510283";"@brasil13318372435";"Lidocaína 70 mg/g + Tetracaína 70 mg/g creme";"Lidocaína + Tetracaína";"Anestésicos locais";\N;\N;\N;"Dermatológica";"lidocaína 70.000 mg (Miligrama),tetracaína 70.000 mg (Miligrama)";"Creme"
"394506";"@brasil18881441845";"Limeciclina 150 mg cápsula";"Limeciclina";"Classe das tetraciclinas";\N;\N;"J01AA04 limeciclina";"Oral";"limeciclina 150.000 mg (Miligrama)";"Cápsula"
"394518";"@brasil19216007941";"Limeciclina 300 mg cápsula";"Limeciclina";"Classe das tetraciclinas";\N;\N;"J01AA04 limeciclina";"Oral";"limeciclina 300.000 mg (Miligrama)";"Cápsula"
"401599";"@brasil15192748292";"Linagliptina 2,5 mg + Metformina 1 g comprimido";"Linagliptina + Metformina";"Antidiabéticos";\N;\N;\N;"Oral";"cloridrato de metformina 1.000 g (Grama),linagliptina 2.000 mg (Miligrama)";"Comprimido"
"401573";"@brasil14844455908";"Linagliptina 2,5 mg + Metformina 500 mg comprimido";"Linagliptina + Metformina";"Antidiabéticos";\N;\N;\N;"Oral";"cloridrato de metformina 500.000 mg (Miligrama),linagliptina 2.000 mg (Miligrama)";"Comprimido"
"401547";"@brasil19650212971";"Linagliptina 2,5 mg + Metformina 850 mg comprimido";"Linagliptina + Metformina";"Antidiabéticos";\N;\N;\N;"Oral";"cloridrato de metformina 850.000 mg (Miligrama),linagliptina 2.000 mg (Miligrama)";"Comprimido"
"316883";"@brasil13415902771";"Linagliptina 5 mg comprimido";"Linagliptina";"Antidiabéticos";\N;"703668001";"A10BH05 linagliptina";"Oral";"linagliptina 5.000 mg (Miligrama)";"Comprimido"
"423414";"@brasil12562431805";"Lincomicina 300 mg/1 mL solução para injeção; ampola";"Lincomicina";"Antibióticos sistêmicos simples";\N;\N;"J01FF02 lincomicina";"Intramuscular,Intravenosa";"cloridrato de lincomicina 300.000 mg (Miligrama)";"Solução para injeção"
"423649";"@brasil10630901110";"Lincomicina 600 mg/2 mL solução para injeção; ampola";"Lincomicina";"Antibióticos sistêmicos simples";\N;\N;"J01FF02 lincomicina";"Intramuscular,Intravenosa";"cloridrato de lincomicina 300.000 mg (Miligrama)";"Solução para injeção"
"364836";"@brasil10628622974";"Linestrenol 0,5 mg comprimido";"Linestrenol";"Anticoncepcionais";\N;\N;"G03AC02 linestrenol";"Oral";"linestrenol 0.000 mg (Miligrama)";"Comprimido"
"316958";"@brasil17620632514";"Linezolida 600 mg comprimido";"Linezolida";"Antibióticos sistêmicos simples";"Estratégico";"134561001";"J01XX08 linezolida";"Oral";"linezolida 600.000 mg (Miligrama)";"Comprimido"
"576541";"@brasil17983706906";"Linezolida 600 mg/300 mL solução para injeção; bolsa";"Linezolida";"Antibióticos sistêmicos simples";"Estratégico";\N;"J01XX08 linezolida";"Intravenosa";"linezolida 2.000 mg (Miligrama)";"Solução para injeção"
"389715";"@brasil18897066718";"Linezolida 600 mg/300 mL solução para injeção; frasco";"Linezolida";\N;"Estratégico";\N;"J01XX08 linezolida";"Via de administração não aplicável";\N;"Não aplicável"
"484397";"@brasil15405100559";"Lipegfilgrastim 6 mg/ 0,6 mL solução para injeção; seringa preenchida";"Lipegfilgrastim";"Outros produtos que atuam no sangue e hematopoiese";\N;\N;\N;"Subcutânea";"lipegfilgrastim 10.000 mg (Miligrama)";"Solução para injeção"
"553776";"@brasil17926146263";"Liraglutida 18 mg/3 mL solução para injeção; dispositivo para injeção";"Liraglutida";"Outros hormônios e moduladores do metabolismo e da digestão";\N;"15859111000001102";\N;"Subcutânea";"liraglutida 6.000 mg (Miligrama)";"Solução para injeção"
"595883";"@brasil11073005581";"Lisado bacteriano de Escherichia coli 6 mg cápsula";"Lisado bacteriano de Escherichia coli";"Imunomodulador";\N;\N;\N;"Oral";"lisado bacteriano e. coli 6.000 mg (Miligrama)";"Cápsula"
"595936";"@brasil14005220199";"Lisados bacterianos 1.100 microgramas/mL suspensão oral";"Lisados bacterianos ";"Imunomodulador";\N;\N;\N;"Sublingual";"lisados bacterianos 1100.000 micrograma";"Suspensão oral"
"595948";"@brasil19101270313";"Lisados bacterianos 11 microgramas/mL suspensão oral";"Lisados bacterianos ";"Imunomodulador";\N;\N;\N;"Sublingual";"lisados bacterianos 11.000 micrograma";"Suspensão oral"
"595994";"@brasil16877156947";"Lisados bacterianos 110 microgramas/mL suspensão oral";"Lisados bacterianos ";"Imunomodulador";\N;\N;\N;"Sublingual";"lisados bacterianos 110.000 micrograma";"Suspensão oral"
"591853";"@brasil12698209165";"Lisados bacterianos 3 mg comprimido";"Lisados bacterianos ";"Imunomodulador";\N;\N;\N;"Oral";"lisados bacterianos (staphylococcus aureus, streptococcus pyogenes, streptococcus mitis, streptococcus pneumoniae, klebsiella pneumoniae, branhamella catarrhalis, haemophilus influenzae) 3.000 mg (Miligrama)";"Comprimido"
"595924";"@brasil19666435138";"Lisados bacterianos 3,5 mg cápsula";"Lisados bacterianos ";"Imunomodulador";\N;\N;\N;"Oral";"lisado bacteriano (staphylococcus aureus, streptococcus pyogenes, streptococcus pneumoniae, streptococcus sanguinis, klebsiella pneumoniae, branhamella catarrhalis, haemophilus influenzae) 3.000 mg (Miligrama)";"Cápsula"
"596010";"@brasil18754551966";"Lisados bacterianos 3,5 mg granulado";"Lisados bacterianos ";"Imunomodulador";\N;\N;\N;"Oral";"lisado bacteriano (staphylococcus aureus, streptococcus pyogenes, streptococcus pneumoniae, streptococcus sanguinis, klebsiella pneumoniae, branhamella catarrhalis, haemophilus influenzae) 3.000 mg (Miligrama)";"Granulado"
"596022";"@brasil14442077617";"Lisados bacterianos 7 mg cápsula";"Lisados bacterianos ";"Imunomodulador";\N;\N;\N;"Oral";"lisado bacteriano (staphylococcus aureus, streptococcus pyogenes, streptococcus pneumoniae, streptococcus sanguinis, klebsiella pneumoniae, branhamella catarrhalis, haemophilus influenzae) 7.000 mg (Miligrama)";"Cápsula"
"318079";"@brasil14441574805";"Lisdexanfetamina 30 mg cápsula";"Lisdexanfetamina";"Psiconaléticos";\N;"426493003";"N06BA12 lisdexanfetamina";"Oral";"dimesilato de lisdexanfetamina 30.000 mg (Miligrama)";"Cápsula"
"318093";"@brasil13214678086";"Lisdexanfetamina 50 mg cápsula";"Lisdexanfetamina";"Psiconaléticos";\N;"426412009";"N06BA12 lisdexanfetamina";"Oral";"dimesilato de lisdexanfetamina 50.000 mg (Miligrama)";"Cápsula"
"318107";"@brasil11104713166";"Lisdexanfetamina 70 mg cápsula";"Lisdexanfetamina";"Psiconaléticos";\N;"426586000";"N06BA12 lisdexanfetamina";"Oral";"dimesilato de lisdexanfetamina 70.000 mg (Miligrama)";"Cápsula"
"394528";"@brasil18563840115";"Lisina 500 mg cápsula";"Lisina";"Outros produtos com ação imunoprotetora";\N;\N;"B05XB03 lisina";"Oral";"cloridrato de lisina 500.000 mg (Miligrama)";"Cápsula"
"330150";"@brasil19264013112";"Lisinopril 10 mg + Hidroclorotiazida 12,5 mg comprimido";"Lisinopril + Hidroclorotiazida";"Anti-hipertensivos";\N;"318884002";"C09BA03 lisinopril e diuréticos";"Oral";"hidroclorotiazida 12.000 mg (Miligrama),lisinopril 10.000 mg (Miligrama)";"Comprimido"
"258084";"@brasil11173809701";"Lisinopril 10 mg comprimido";"Lisinopril";"Anti-hipertensivos simples";\N;"318859000";"C09AA03 lisinopril";"Oral";"lisinopril di-hidratado 10.000 mg (Miligrama)";"Comprimido"
"330158";"@brasil17493464542";"Lisinopril 20 mg + Hidroclorotiazida 12,5 mg comprimido";"Lisinopril + Hidroclorotiazida";"Anti-hipertensivos";\N;"318880006";"C09BA03 lisinopril e diuréticos";"Oral";"hidroclorotiazida 12.000 mg (Miligrama),lisinopril 20.000 mg (Miligrama)";"Comprimido"
"258096";"@brasil15479572595";"Lisinopril 20 mg comprimido";"Lisinopril";"Anti-hipertensivos simples";\N;"318860005";"C09AA03 lisinopril";"Oral";"lisinopril di-hidratado 20.000 mg (Miligrama)";"Comprimido"
"364842";"@brasil17498283149";"Lisinopril 30 mg comprimido";"Lisinopril";"Anti-hipertensivos simples";\N;\N;"C09AA03 lisinopril";"Oral";"lisinopril di-hidratado 30.000 mg (Miligrama)";"Comprimido"
"257989";"@brasil10129825406";"Lisinopril 5 mg comprimido";"Lisinopril";"Anti-hipertensivos simples";\N;"318858008";"C09AA03 lisinopril";"Oral";"lisinopril di-hidratado 5.000 mg (Miligrama)";"Comprimido"
"553795";"@brasil14852710089";"Lixisenatida 0,15 mg/3 mL solução para injeção; dispositivo para injeção";"Lixisenatida";"Antidiabéticos";\N;\N;\N;"Subcutânea";"lixisenatida 0.000 mg (Miligrama)";"Solução para injeção"
"553811";"@brasil14210874133";"Lixisenatida 0,15 mg/3 mL solução para injeção; dispositivo para injeção e Lixisenatida 0,3 mg/3 mL solução para injeção; dispositivo para injeção";"Lixisenatida";"Antidiabéticos";\N;\N;\N;"Via de administração não aplicável";\N;"Não aplicável"
"553840";"@brasil15130125436";"Lixisenatida 0,3 mg/3 mL solução para injeção; dispositivo para injeção";"Lixisenatida";"Antidiabéticos";\N;\N;\N;"Subcutânea";"lixisenatida 0.000 mg (Miligrama)";"Solução para injeção"
"394562";"@brasil15171177064";"Lomustina 10 mg cápsula";"Lomustina";"Nitrosuréias alquilantes";\N;\N;"L01AD02 lomustina";"Oral";"lomustina 10.000 mg (Miligrama)";"Cápsula"
"394568";"@brasil10164365283";"Lomustina 40 mg cápsula";"Lomustina";"Nitrosuréias alquilantes";\N;\N;"L01AD02 lomustina";"Oral";"lomustina 40.000 mg (Miligrama)";"Cápsula"
"272260";"@brasil10874089793";"Loperamida 2 mg comprimido";"Loperamida";"Antidiarréicos adsorventes e antifiséticos";\N;"317377000";"A07DA03 loperamida";"Oral";"cloridrato de loperamida 2.000 mg (Miligrama)";"Comprimido"
"330184";"@brasil10454274713";"Lopinavir 100 mg + Ritonavir 25 mg comprimido";"Lopinavir + Ritonavir";"Antiviróticos (inibe replicação virótica)";"Estratégico";"433142003";"J05AR10 lopinavir e ritonavir";"Oral";"lopinavir 100.000 mg (Miligrama),ritonavir 25.000 mg (Miligrama)";"Comprimido"
"70357";"@brasil10959988375";"Lopinavir 133,3 mg + Ritonavir 33,3 mg cápsula";"Lopinavir + Ritonavir";\N;\N;"134577000";"J05AR10 lopinavir e ritonavir";"Via de administração não aplicável";\N;"Não aplicável"
"330217";"@brasil14018450446";"Lopinavir 200 mg + Ritonavir 50 mg comprimido";"Lopinavir + Ritonavir";"Antiviróticos (inibe replicação virótica)";"Estratégico";"419600002";"J05AR10 lopinavir e ritonavir";"Oral";"lopinavir 200.000 mg (Miligrama),ritonavir 50.000 mg (Miligrama)";"Comprimido"
"338062";"@brasil11877243910";"Lopinavir 80 mg/mL + Ritonavir 20 mg/mL solução oral";"Lopinavir + Ritonavir";"Antiviróticos (inibe replicação virótica)";"Estratégico";"134576009";"J05AR10 lopinavir e ritonavir";"Oral";"lopinavir 80.000 mg (Miligrama),ritonavir 20.000 mg (Miligrama)";"Solução"
"404638";"@brasil19815917916";"Loratadina 1 mg/mL + Pseudoefedrina 12 mg/mL xarope";"Loratadina + Pseudoefedrina";"Anti-histamínicos sistêmicos";\N;\N;"R01BA52 pseudoefedrina, associações contendo";"Oral";"loratadina 1.000 mg (Miligrama),sulfato de pseudoefedrina 12.000 mg (Miligrama)";"Xarope"
"345541";"@brasil11990682744";"Loratadina 1 mg/mL xarope";"Loratadina";"Anti-histamínicos sistêmicos";"Básico";"320824000";"R06AX13 loratadina";"Oral";"loratadina 1.000 mg (Miligrama)";"Xarope"
