"co_seq_id";"nu_apid";"no_nm"
127232;@brasil82872768559;Bortezomibe 3,5 mg pó para solução para injeção
127233;@brasil93227170730;Velcade 3,5 mg pó para solução para injeção
127234;@brasil89344252867;Levemir 100 unidades internacionais/1 mL solução para injeção 3 mL
127235;@brasil61229272804;Protos 4 mg granulado
127236;@brasil33050287186;Afolic Infantil 0,2 mg/mL solução oral
127239;@brasil58383580017;Melidronato 30 mg pó para solução para injeção
127240;@brasil56087942589;Melidronato 90 mg pó para solução para injeção
127241;@brasil97761401627;Navelbine 20 mg cápsula
127242;@brasil22323183573;Navelbine 30 mg cápsula
127243;@brasil22927914579;Osteotec 150 mg comprimido
127244;@brasil47344517088;Ibandronato de Sódio 150 mg comprimido
127245;@brasil18037366472;Osteoban 150 mg comprimido
127246;@brasil64439245421;Ibandronato de Sódio 150 mg comprimido
127247;@brasil81519513049;Xolair 150 mg pó e diluente para solução para injeção
127248;@brasil83581112238;Procoralan 5 mg comprimido
127249;@brasil87834457744;Procoralan 7,5 mg comprimido
127250;@brasil11788282537;Fenobraty 200 mg cápsula
127251;@brasil22578685829;Fenofibrato 200 mg cápsula
127252;@brasil23857045308;Lipobrato 200 mg cápsula
127253;@brasil96643925791;Fenofibrato Micronizado 200 mg cápsula
127254;@brasil42379932658;Reducofen 200 mg cápsula
127255;@brasil11366446196;Fenofibrato 200 mg cápsula
127257;@brasil42243926253;Fenofibrato 200 mg cápsula
127258;@brasil25967580898;Hipofithy 200 mg cápsula
127259;@brasil73986470314;Fenofibrato 200 mg cápsula
127260;@brasil67890858298;Lipidil 200 mg cápsula
128869;@brasil37604022441;Miorrelax 300 mg + 35 mg + 50 mg comprimido
128870;@brasil49487047032;Nevralgex 300 mg + 35 mg + 50 mg comprimido
128871;@brasil82831697948;Doralflex 300 mg + 35 mg + 50 mg comprimido
128872;@brasil54939864305;Dorflex 300 mg + 35 mg + 50 mg comprimido
128874;@brasil26972417072;Dorydrin 35 mg + 300 mg + 50 mg comprimido
128875;@brasil79065483424;Flexalgex 35 mg + 300 mg + 50 mg comprimido
128877;@brasil29042762372;Fenaflex Odc 35 mg + 300 mg + 50 mg comprimido
128879;@brasil58142656867;Dorciflexin 35 mg + 300 mg + 50 mg comprimido
128881;@brasil42213487120;Novralflex 35 mg + 300 mg + 50 mg comprimido
128883;@brasil58312161676;Relaflex 35 mg + 300 mg + 50 mg comprimido
128887;@brasil39526490989;Sedalex 35 mg + 300 mg + 50 mg comprimido
128888;@brasil63179552803;Sedalex 35 mg + 300 mg _ 50 mg comprimido
128889;@brasil60660792438;Ana-Flex 35 mg + 300 mg + 50 mg comprimido
128890;@brasil23446554824;Doricin 35 mg + 300 mg + 50 mg comprimido
131135;@brasil48437967264;Dicloridrato de Betaistina 24 mg comprimido
133016;@brasil76283313744;Decadron 0,75 mg comprimido
133017;@brasil76283313744;Decadron 0,75 mg comprimido
133560;@brasil59038462394;Meracilina 500.000 unidades internacionais comprimido
133565;@brasil59038462394;Meracilina 500.000 unidades internacionais comprimido
133570;@brasil59038462394;Meracilina 500.000 unidades internacionais comprimido
133575;@brasil59038462394;Meracilina 500.000 unidades internacionais comprimido
133580;@brasil59038462394;Meracilina 500.000 unidades internacionais comprimido
133585;@brasil59038462394;Meracilina 500.000 unidades internacionais comprimido
133590;@brasil59038462394;Meracilina 500.000 unidades internacionais comprimido
133595;@brasil59038462394;Meracilina 500.000 unidades internacionais comprimido
133600;@brasil59038462394;Meracilina 500.000 unidades internacionais comprimido
134057;@brasil43281757296;Exodus 15 mg comprimido
134058;@brasil43281757296;Exodus 15 mg comprimido
136499;@brasil78069829418;Losartana Potássica 100 mg comprimido
137890;@brasil26729149262;Piotaz 30 mg comprimido
137891;@brasil26729149262;Piotaz 30 mg comprimido
138777;@brasil21812376469;Oxalato de Escitalopram 10 mg comprimido
143654;@brasil56876033050;Stablon 12,5 comprimido
143669;@brasil56876033050;Stablon 12,5 comprimido
143691;@brasil56876033050;Stablon 12,5 comprimido
143706;@brasil56876033050;Stablon 12,5 comprimido
147177;@brasil66722054970;Ultidin 15 mg/mL xarope
147182;@brasil27051729698;Cloridrato de Ranitidina 15 mg/mL xarope
147190;@brasil27051729698;Cloridrato de Ranitidina 15 mg/mL xarope
148176;@brasil42239885429;Cloridrato de Ranitidina 50 mg/2 mL solução para injeção
151149;@brasil13495507121;Flogirax 400 mg comprimido
151165;@brasil13495507121;Flogirax 400 mg comprimido
152212;@brasil70668256597;Sinvastatina 40 mg comprimido
152213;@brasil70668256597;Sinvastatina 40 mg comprimido
152214;@brasil70668256597;Sinvastatina 40 mg comprimido
152215;@brasil70668256597;Sinvastatina 40 mg comprimido
152216;@brasil70668256597;Sinvastatina 40 mg comprimido
152217;@brasil70668256597;Sinvastatina 40 mg comprimido
152218;@brasil70668256597;Sinvastatina 40 mg comprimido
156467;@brasil81724281326;Ibuprofeno 600 mg comprimido
156809;@brasil94154132534;Monty 4 mg comprimido mastigável
156810;@brasil94154132534;Monty 4 mg comprimido mastigável
156811;@brasil94154132534;Monty 4 mg comprimido mastigável
156812;@brasil94154132534;Monty 4 mg comprimido mastigável
156813;@brasil94154132534;Monty 4 mg comprimido mastigável
156814;@brasil94154132534;Monty 4 mg comprimido mastigável
156815;@brasil94154132534;Monty 4 mg comprimido mastigável
156816;@brasil94154132534;Monty 4 mg comprimido mastigável
156817;@brasil94154132534;Monty 4 mg comprimido mastigável
156818;@brasil94154132534;Monty 4 mg comprimido mastigável
156820;@brasil94154132534;Monty 4 mg comprimido mastigável
156822;@brasil94154132534;Monty 4 mg comprimido mastigável
156824;@brasil94154132534;Monty 4 mg comprimido mastigável
156826;@brasil94154132534;Monty 4 mg comprimido mastigável
156828;@brasil94154132534;Monty 4 mg comprimido mastigável
156830;@brasil94154132534;Monty 4 mg comprimido mastigável
156832;@brasil94154132534;Monty 4 mg comprimido mastigável
156834;@brasil94154132534;Monty 4 mg comprimido mastigável
156836;@brasil94154132534;Monty 4 mg comprimido mastigável
156838;@brasil94154132534;Monty 4 mg comprimido mastigável
156840;@brasil94154132534;Monty 4 mg comprimido mastigável
156842;@brasil94154132534;Monty 4 mg comprimido mastigável
156845;@brasil94154132534;Monty 4 mg comprimido mastigável
156848;@brasil94154132534;Monty 4 mg comprimido mastigável
156851;@brasil94154132534;Monty 4 mg comprimido mastigável
156857;@brasil94154132534;Monty 4 mg comprimido mastigável
156860;@brasil94154132534;Monty 4 mg comprimido mastigável
156863;@brasil94154132534;Monty 4 mg comprimido mastigável
156866;@brasil94154132534;Monty 4 mg comprimido mastigável
160392;@brasil78246895284;Tobradex 3 mg/mL + 1 mg/mL suspensão oftálmica
160393;@brasil78246895284;Tobradex 3 mg/mL + 1 mg/mL suspensão oftálmica
161111;@brasil85226683068;Cimetidina 200 mg comprimido
161113;@brasil85226683068;Cimetidina 200 mg comprimido
161114;@brasil85226683068;Cimetidina 200 mg comprimido
161482;@brasil46942601876;Digoxina 0,25 mg comprimido
161485;@brasil46942601876;Digoxina 0,25 mg comprimido
162854;@brasil37399712123;Sabril 500 mg comprimido
162863;@brasil37399712123;Sabril 500 mg comprimido
162872;@brasil37399712123;Sabril 500 mg comprimido
162881;@brasil37399712123;Sabril 500 mg comprimido
162890;@brasil37399712123;Sabril 500 mg comprimido
162910;@brasil37399712123;Sabril 500 mg comprimido
162919;@brasil37399712123;Sabril 500 mg comprimido
162928;@brasil37399712123;Sabril 500 mg comprimido
163566;@brasil90112453631;Gabapentina 400 mg cápsula
163635;@brasil41997151069;Neurontin 600 mg comprimido
164999;@brasil71980851979;Compaz 10 mg/2 mL solução para injeção
167821;@brasil76548010358;Aramin 10 mg/ 1 mL solução para injeção
167828;@brasil76548010358;Aramin 10 mg/ 1 mL solução para injeção
167835;@brasil76548010358;Aramin 10 mg/ 1 mL solução para injeção
171184;@brasil30681223707;Amytril 10mg comprimido
171202;@brasil68261485747;Imipra 25 mg comprimido
174655;@brasil55128903659;Glifage 850 mg comprimido
177501;@brasil29341566008;Neo Mistatin 25.000 unidades internacionais/g creme vaginal
177511;@brasil29341566008;Neo Mistatin 25.000 unidades internacionais/g creme vaginal
177521;@brasil29341566008;Neo Mistatin 25.000 unidades internacionais/g creme vaginal
177566;@brasil69527089299;Nistatina 25.000 unidades internacionais/g creme vaginal
177567;@brasil69527089299;Nistatina 25.000 unidades internacionais/g creme vaginal
179799;@brasil67149848833;Cefadroxil 500 mg cápsula
179800;@brasil67149848833;Cefadroxil 500 mg cápsula
181352;@brasil90902278729;Furp - Etambutol 400 mg comprimido
181374;@brasil90902278729;Furp - Etambutol 400 mg comprimido
181376;@brasil90902278729;Furp - Etambutol 400 mg comprimido
181378;@brasil90902278729;Furp - Etambutol 400 mg comprimido
184883;@brasil56971964216;Mebendazol 20 mg/mL suspensão oral
184885;@brasil56971964216;Mebendazol 20 mg/mL suspensão oral
184887;@brasil56971964216;Mebendazol 20 mg/mL suspensão oral
186136;@brasil28966919143;Vitanol-A 0,25 mg/g gel
186147;@brasil28966919143;Vitanol-A 0,25 mg/g gel
186292;@brasil97131775638;Wartec 1,5 mg/g creme
186294;@brasil63181802523;Benzac Ac 25 mg/g gel
186671;@brasil71205935987;Nitrato De Oxiconazol 10 mg/g creme
186681;@brasil71205935987;Nitrato De Oxiconazol 10 mg/g creme
186691;@brasil71205935987;Nitrato De Oxiconazol 10 mg/g creme
186701;@brasil71205935987;Nitrato De Oxiconazol 10 mg/g creme
186711;@brasil71205935987;Nitrato De Oxiconazol 10 mg/g creme
186721;@brasil71205935987;Nitrato De Oxiconazol 10 mg/g creme
186731;@brasil71205935987;Nitrato De Oxiconazol 10 mg/g creme
186741;@brasil71205935987;Nitrato De Oxiconazol 10 mg/g creme
186751;@brasil71205935987;Nitrato De Oxiconazol 10 mg/g creme
187048;@brasil78695532864;Solupren 125 mg pó para solução para injeção
187105;@brasil24472947305;Solupren 500 mg pó para solução para injeção
187486;@brasil19896594588;Farmanguinhos - Praziquantel 600 mg comprimido
187512;@brasil19896594588;Farmanguinhos - Praziquantel 600 mg comprimido
187522;@brasil19896594588;Farmanguinhos - Praziquantel 600 mg comprimido
187532;@brasil19896594588;Farmanguinhos - Praziquantel 600 mg comprimido
189331;@brasil85205210005;Fastfen 50 microgramas/1 mL solução para injeção
189336;@brasil85205210005;Fastfen 50 microgramas/1 mL solução para injeção
189341;@brasil85205210005;Fastfen 50 microgramas/1 mL solução para injeção
189346;@brasil85205210005;Fastfen 50 microgramas/1 mL solução para injeção
189351;@brasil85205210005;Fastfen 50 microgramas/1 mL solução para injeção
189356;@brasil85205210005;Fastfen 50 microgramas/1 mL solução para injeção
189361;@brasil85205210005;Fastfen 50 microgramas/1 mL solução para injeção
189366;@brasil85205210005;Fastfen 50 microgramas/1 mL solução para injeção
189371;@brasil85205210005;Fastfen 50 microgramas/1 mL solução para injeção
189386;@brasil85205210005;Fastfen 50 microgramas/1 mL solução para injeção
192011;@brasil42189040229;Nitrato de Miconazol 20 mg/g creme
192013;@brasil42189040229;Nitrato de Miconazol 20 mg/g creme
192014;@brasil42189040229;Nitrato de Miconazol 20 mg/g creme
192015;@brasil42189040229;Nitrato de Miconazol 20 mg/g creme
192016;@brasil42189040229;Nitrato de Miconazol 20 mg/g creme
196352;@brasil73788495106;Artoprofen 25 mg/g gel
198685;@brasil99075341460;Alfaepoetina Humana Recombinante 10.000 unidades internacionais/1 mL solução para injeção
198692;@brasil99075341460;Alfaepoetina Humana Recombinante 10.000 unidades internacionais/1 mL solução para injeção
198699;@brasil99075341460;Alfaepoetina Humana Recombinante 10.000 unidades internacionais/1 mL solução para injeção
201690;@brasil79577383933;Zyxem 5 mg/mL solução oral
201700;@brasil79577383933;Zyxem 5 mg/mL solução oral
201710;@brasil79577383933;Zyxem 5 mg/mL solução oral
201720;@brasil79577383933;Zyxem 5 mg/mL solução oral
201740;@brasil79577383933;Zyxem 5 mg/mL solução oral
201750;@brasil79577383933;Zyxem 5 mg/mL solução oral
201760;@brasil79577383933;Zyxem 5 mg/mL solução oral
201770;@brasil79577383933;Zyxem 5 mg/mL solução oral
201801;@brasil79577383933;Zyxem 5 mg/mL solução oral
201811;@brasil79577383933;Zyxem 5 mg/mL solução oral
201821;@brasil79577383933;Zyxem 5 mg/mL solução oral
201997;@brasil82954179695;Bedfordpoly B 500.000 unidades internacionais pó para solução para injeção
202000;@brasil43454562532;Polixil B 500.000 unidades internacionais pó para solução para injeção
202004;@brasil47642648674;Cloridrato de Oximetazolina 0,5 mg/mL solução nasal
202012;@brasil69814973360;Freenal 0,5 mg/mL solução nasal
202021;@brasil69814973360;Freenal 0,5 mg/mL solução nasal
202030;@brasil69814973360;Freenal 0,5 mg/mL solução nasal
202039;@brasil69814973360;Freenal 0,5 mg/mL solução nasal
202048;@brasil18596059434;Cloridrato de Oximetazolina 0,5 mg/mL solução nasal
202059;@brasil95426175065;Cloridrato de Oximetazolina 0,5 mg/mL solução nasal
202324;@brasil82006213386;Prezista 600 mg comprimido
202701;@brasil57421216856;Edarbi 40 mg comprimido
202720;@brasil93678425071;Nesina 25 mg comprimido
202721;@brasil93678425071;Nesina 25 mg comprimido
204314;@brasil74046647024;Atossion 1,5 mg/mL xarope
204315;@brasil74046647024;Atossion 1,5 mg/mL xarope
204316;@brasil74046647024;Atossion 1,5 mg/mL xarope
207445;@brasil74504368724;Concor HCT 10 mg + 25 mg comprimido
207458;@brasil74504368724;Concor HCT 10 mg + 25 mg comprimido
207471;@brasil74504368724;Concor HCT 10 mg + 25 mg comprimido
207558;@brasil25676826874;Furp - Neomicina + Bacitracina 5 mg/g + 250 unidades internacional/g pomada
207565;@brasil25676826874;Furp - Neomicina + Bacitracina 5 mg/g + 250 unidades internacional/g pomada
207572;@brasil25676826874;Furp - Neomicina + Bacitracina 5 mg/g + 250 unidades internacional/g pomada
221340;@brasil32246372179;Valerato de Betametasona 1 mg/g pomada
221693;@brasil62968855406;Venlift Od 150 mg cápsula de liberação prolongada
221771;@brasil24882660734;Ticarcilina 3 g + Clavulanato de Potássio 0,1 g pó para solução para injeção
222142;@brasil66711473382;Bebex Previne 200 mg/g creme
222155;@brasil66711473382;Bebex Previne 200 mg/g creme
222162;@brasil66711473382;Bebex Previne 200 mg/g creme
222169;@brasil66711473382;Bebex Previne 200 mg/g creme
222761;@brasil56661331273;Cloridrato de Lincomicina 600 mg/2 mL solução para injeção
222773;@brasil56661331273;Cloridrato de Lincomicina 600 mg/2 mL solução para injeção
222777;@brasil56661331273;Cloridrato de Lincomicina 600 mg/2 mL solução para injeção
222781;@brasil56661331273;Cloridrato de Lincomicina 600 mg/2 mL solução para injeção
224290;@brasil19130696406;Cloridrato de Venlafaxina XR 75 mg cápsula de liberação prolongada
225879;@brasil33651441896;Tiocolchicosídeo 4 mg/2 mL solução para injeção
225885;@brasil33651441896;Tiocolchicosídeo 4 mg/2 mL solução para injeção
225897;@brasil33651441896;Tiocolchicosídeo 4 mg/2 mL solução para injeção
225909;@brasil33651441896;Tiocolchicosídeo 4 mg/2 mL solução para injeção
225915;@brasil33651441896;Tiocolchicosídeo 4 mg/2 mL solução para injeção
225921;@brasil33651441896;Tiocolchicosídeo 4 mg/2 mL solução para injeção
225927;@brasil45905650611;Coltrax Inj 4 mg/2 mL solução para injeção
225935;@brasil22183550851;Bebex Ade 5.000 unidades internacionais/g + 150 mg/g + 900 unidades internacionais/g pomada
225955;@brasil22183550851;Bebex Ade 5.000 unidades internacionais/g + 150 mg/g + 900 unidades internacionais/g pomada
225965;@brasil22183550851;Bebex Ade 5.000 unidades internacionais/g + 150 mg/g + 900 unidades internacionais/g pomada
225987;@brasil73905845232;Pratiglós 5.000 unidades internacionais/g + 150 mg/g + 900 unidades internacionais/g pomada
226000;@brasil87174199348;Hipoderme 5.000 unidades internacionais/g + 150 mg/g + 900 unidades internacionais/g pomada
226542;@brasil33861576823;Dimorf 0,2 mg/1 mL solução para injeção
226554;@brasil33861576823;Dimorf 0,2 mg/1 mL solução para injeção
226560;@brasil33861576823;Dimorf 0,2 mg/1 mL solução para injeção
226571;@brasil54515515996;Herceptin 150 mg pó para solução para injeção
227214;@brasil14919659722;Azicerio 10 mg/g + 4 mg/g creme
227216;@brasil14919659722;Azicerio 10 mg/g + 4 mg/g creme
227217;@brasil14919659722;Azicerio 10 mg/g + 4 mg/g creme
227218;@brasil14919659722;Azicerio 10 mg/g + 4 mg/g creme
227219;@brasil14919659722;Azicerio 10 mg/g + 4 mg/g creme
227220;@brasil14919659722;Azicerio 10 mg/g + 4 mg/g creme
227221;@brasil14919659722;Azicerio 10 mg/g + 4 mg/g creme
227222;@brasil14919659722;Azicerio 10 mg/g + 4 mg/g creme
227224;@brasil14919659722;Azicerio 10 mg/g + 4 mg/g creme
227225;@brasil14919659722;Azicerio 10 mg/g + 4 mg/g creme
227226;@brasil14919659722;Azicerio 10 mg/g + 4 mg/g creme
227227;@brasil14919659722;Azicerio 10 mg/g + 4 mg/g creme
227228;@brasil14919659722;Azicerio 10 mg/g + 4 mg/g creme
227229;@brasil14919659722;Azicerio 10 mg/g + 4 mg/g creme
227230;@brasil14919659722;Azicerio 10 mg/g + 4 mg/g creme
227231;@brasil14919659722;Azicerio 10 mg/g + 4 mg/g creme
227232;@brasil14919659722;Azicerio 10 mg/g + 4 mg/g creme
227233;@brasil14919659722;Azicerio 10 mg/g + 4 mg/g creme
227234;@brasil14919659722;Azicerio 10 mg/g + 4 mg/g creme
227235;@brasil14919659722;Azicerio 10 mg/g + 4 mg/g creme
227236;@brasil14919659722;Azicerio 10 mg/g + 4 mg/g creme
227237;@brasil14919659722;Azicerio 10 mg/g + 4 mg/g creme
227238;@brasil14919659722;Azicerio 10 mg/g + 4 mg/g creme
227239;@brasil14919659722;Azicerio 10 mg/g + 4 mg/g creme
227240;@brasil14919659722;Azicerio 10 mg/g + 4 mg/g creme
227241;@brasil14919659722;Azicerio 10 mg/g + 4 mg/g creme
227242;@brasil14919659722;Azicerio 10 mg/g + 4 mg/g creme
227243;@brasil14919659722;Azicerio 10 mg/g + 4 mg/g creme
227244;@brasil14919659722;Azicerio 10 mg/g + 4 mg/g creme
227245;@brasil14919659722;Azicerio 10 mg/g + 4 mg/g creme
227246;@brasil14919659722;Azicerio 10 mg/g + 4 mg/g creme
227247;@brasil14919659722;Azicerio 10 mg/g + 4 mg/g creme
227248;@brasil14919659722;Azicerio 10 mg/g + 4 mg/g creme
