"id";"Name";"Description";"name_en";"id_pai"
P96.1;Sintomas de abstinência neonatal de drogas utilizadas pela mãe;P96.1 Sint abstinencia neonatal drog utiliz p/mae;Neonatal withdrawal symptoms from maternal use of ;"1210"
P96.2;Sintomas de abstinência do uso de drogas terapêuticas no recém-nascido;P96.2 Sint abstinencia uso drogas terap rec-nasc;Withdrawal symptoms from therapeutic use of drugs ;"1210"
P96.3;Suturas cranianas amplas no recém-nascido;P96.3 Suturas cranianas amplas no recem-nascido;Wide cranial sutures of newborn;"1210"
P96.4;Interrupção de gravidez, afetando o feto e recém-nascido;P96.4 Interrupcao de gravidez afet feto rec-nasc;Termination of pregnancy, affecting fetus and newb;"1210"
P96.5;Complicações de procedimentos intra-uterinos não classificados em outra parte;P96.5 Complic de proced intra-uterinos NCOP;Complications of intrauterine procedures, not else;"1210"
P96.8;Outras afecções especificadas originadas no período perinatal;P96.8 Outr afeccoes espec orig periodo perinatal;Other specified conditions originating in the peri;"1210"
P96.9;Afecções originadas no período perinatal não especificadas;P96.9 Afeccoes originadas no periodo perinatal NE;Condition originating in the perinatal period, uns;"1210"
Q00.0;Anencefalia;Q00.0 Anencefalia;Anencephaly;"1211"
Q00.1;Craniorraquisquise;Q00.1 Craniorraquisquise;Craniorachischisis;"1211"
Q00.2;Iniencefalia;Q00.2 Iniencefalia;Iniencephaly;"1211"
Q01.0;Encefalocele frontal;Q01.0 Encefalocele frontal;Frontal encephalocele;"1212"
Q01.1;Encefalocele nasofrontal;Q01.1 Encefalocele nasofrontal;Nasofrontal encephalocele;"1212"
Q01.2;Encefalocele occipital;Q01.2 Encefalocele occipital;Occipital encephalocele;"1212"
Q01.8;Encefalocele de outras localizações;Q01.8 Encefalocele de outr localiz;Encephalocele of other sites;"1212"
Q01.9;Encefalocele não especificada;Q01.9 Encefalocele NE;Encephalocele, unspecified;"1212"
Q03.0;Malformações do aqueduto de Sylvius;Q03.0 Malformacoes do aqueduto de Sylvius;Malformations of aqueduct of Sylvius;"1214"
Q03.1;Atresia das fendas de Luschka e do forâmen de Magendie;Q03.1 Atresia fendas Luschka e foramen Magendie;Atresia of foramina of Magendie and Luschka;"1214"
Q03.8;Outra hidrocefalia congênita;Q03.8 Outr hidrocefalia congen;Other congenital hydrocephalus;"1214"
Q03.9;Hidrocefalia congênita não especificada;Q03.9 Hidrocefalia congen NE;Congenital hydrocephalus, unspecified;"1214"
Q04.0;Malformações congênitas do corpo caloso;Q04.0 Malformacoes congen do corpo caloso;Congenital malformations of corpus callosum;"1215"
Q04.1;Arrinencefalia;Q04.1 Arrinencefalia;Arhinencephaly;"1215"
Q04.2;Holoprosencefalia;Q04.2 Holoprosencefalia;Holoprosencephaly;"1215"
Q04.3;Outras deformidades por redução do encéfalo;Q04.3 Outr deform p/reducao do encefalo;Other reduction deformities of brain;"1215"
Q04.4;Displasia do septo e das vias ópticas;Q04.4 Displasia do septo e das vias opticas;Septo-optic dysplasia;"1215"
Q04.5;Megalencefalia;Q04.5 Megalencefalia;Megalencephaly;"1215"
Q04.6;Cistos cerebrais congênitos;Q04.6 Cistos cerebrais congen;Congenital cerebral cysts;"1215"
Q04.8;Outras malformações congênitas especificadas do encéfalo;Q04.8 Outr malformacoes congen espec do encefalo;Other specified congenital malformations of brain;"1215"
Q04.9;Malformação congênita não especificada do encéfalo;Q04.9 Malformacao congen NE do encefalo;Congenital malformation of brain, unspecified;"1215"
Q05.0;Espinha bífida cervical com hidrocefalia;Q05.0 Espinha bifida cervical c/hidrocefalia;Cervical spina bifida with hydrocephalus;"1216"
Q05.1;Espinha bífida torácica com hidrocefalia;Q05.1 Espinha bifida toracica c/hidrocefalia;Thoracic spina bifida with hydrocephalus;"1216"
Q05.2;Espinha bífida lombar com hidrocefalia;Q05.2 Espinha bifida lombar c/hidrocefalia;Lumbar spina bifida with hydrocephalus;"1216"
Q05.3;Espinha bífida sacra com hidrocefalia;Q05.3 Espinha bifida sacra c/hidrocefalia;Sacral spina bifida with hydrocephalus;"1216"
Q05.4;Espinha bífida não especificada, com hidrocefalia;Q05.4 Espinha bifida NE c/hidrocefalia;Unspecified spina bifida with hydrocephalus;"1216"
Q05.5;Espinha bífida cervical, sem hidrocefalia;Q05.5 Espinha bifida cervical s/hidrocefalia;Cervical spina bifida without hydrocephalus;"1216"
Q05.6;Espinha bífida torácica, sem hidrocefalia;Q05.6 Espinha bifida toracica s/hidrocefalia;Thoracic spina bifida without hydrocephalus;"1216"
Q05.7;Espinha bífida lombar, sem hidrocefalia;Q05.7 Espinha bifida lombar s/hidrocefalia;Lumbar spina bifida without hydrocephalus;"1216"
Q05.8;Espinha bífida sacra, sem hidrocefalia;Q05.8 Espinha bifida sacra s/hidrocefalia;Sacral spina bifida without hydrocephalus;"1216"
Q05.9;Espinha bífida não especificada;Q05.9 Espinha bifida NE;Spina bifida, unspecified;"1216"
Q06.0;Amielia;Q06.0 Amielia;Amyelia;"1217"
Q06.1;Hipoplasia e displasia da medula espinal;Q06.1 Hipoplasia e displasia da medula espinal;Hypoplasia and dysplasia of spinal cord;"1217"
Q06.2;Diastematomielia;Q06.2 Diastematomielia;Diastematomyelia;"1217"
Q06.3;Outras malformações congênitas da cauda eqüina;Q06.3 Outr malformacoes congen da cauda equina;Other congenital cauda equina malformations;"1217"
Q06.4;Hidromielia;Q06.4 Hidromielia;Hydromyelia;"1217"
Q06.8;Outras malformações congênitas especificadas da medula espinal;Q06.8 Outr malform congen espec medula espinal;Other specified congenital malformations of spinal;"1217"
Q06.9;Malformação congênita não especificada da medula espinal;Q06.9 Malformacao congen NE da medula espinal;Congenital malformation of spinal cord, unspecifie;"1217"
Q07.0;Síndrome de Arnold-Chiari;Q07.0 Sindr de Arnold-Chiari;Arnold-Chiari syndrome;"1218"
Q07.8;Outras malformações congênitas especificadas do sistema nervoso;Q07.8 Outr malformacoes congen espec sist nervoso;Other specified congenital malformations of nervou;"1218"
Q07.9;Malformação congênita não especificada do sistema nervoso;Q07.9 Malformacao congen NE do sist nervoso;Congenital malformation of nervous system, unspeci;"1218"
Q10.0;Ptose congênita;Q10.0 Ptose congen;Congenital ptosis;"1219"
Q10.1;Ectrópio congênito;Q10.1 Ectropio congen;Congenital ectropion;"1219"
Q10.2;Entrópio congênito;Q10.2 Entropio congen;Congenital entropion;"1219"
Q10.3;Outras malformações congênitas das pálpebras;Q10.3 Outr malformacoes congen das palpebras;Other congenital malformations of eyelid;"1219"
Q10.4;Ausência ou agenesia do aparelho lacrimal;Q10.4 Ausencia ou agenesia do aparelho lacrimal;Absence and agenesis of lacrimal apparatus;"1219"
Q10.5;Estenose ou estreitamento congênito do canal lacrimal;Q10.5 Estenose ou estreit congen canal lacrimal;Congenital stenosis and stricture of lacrimal duct;"1219"
Q10.6;Outras malformações congênitas do aparelho lacrimal;Q10.6 Outr malformacoes congen aparelho lacrimal;Other congenital malformations of lacrimal apparat;"1219"
Q10.7;Malformação congênita da órbita;Q10.7 Malformacao congen da orbita;Congenital malformation of orbit;"1219"
Q11.0;Olho cístico;Q11.0 Olho cistico;Cystic eyeball;"1220"
Q11.1;Outras formas de anoftalmia;Q11.1 Outr form de anoftalmia;Other anophthalmos;"1220"
Q11.2;Microftalmia;Q11.2 Microftalmia;Microphthalmos;"1220"
Q11.3;Macroftalmia;Q11.3 Macroftalmia;Macrophthalmos;"1220"
Q12.0;Catarata congênita;Q12.0 Catarata congen;Congenital cataract;"1221"
Q12.1;Luxação congênita do cristalino;Q12.1 Luxacao congen do cristalino;Congenital displaced lens;"1221"
Q12.2;Coloboma do cristalino;Q12.2 Coloboma do cristalino;Coloboma of lens;"1221"
Q12.3;Afaquia congênita;Q12.3 Afaquia congen;Congenital aphakia;"1221"
Q12.4;Esferofaquia;Q12.4 Esferofaquia;Spherophakia;"1221"
Q12.8;Outras malformações congênitas do cristalino;Q12.8 Outr malformacoes congen do cristalino;Other congenital lens malformations;"1221"
Q12.9;Malformação congênita não especificada do cristalino;Q12.9 Malformacao congen NE do cristalino;Congenital lens malformation, unspecified;"1221"
Q13.0;Coloboma da íris;Q13.0 Coloboma da iris;Coloboma of iris;"1222"
Q13.1;Ausência de íris;Q13.1 Ausencia de iris;Absence of iris;"1222"
Q13.2;Outras malformações congênitas da íris;Q13.2 Outr malformacoes congen da iris;Other congenital malformations of iris;"1222"
Q13.3;Opacidade congênita da córnea;Q13.3 Opacidade congen da cornea;Congenital corneal opacity;"1222"
Q13.4;Outras malformações congênitas da córnea;Q13.4 Outr malformacoes congen da cornea;Other congenital corneal malformations;"1222"
Q13.5;Esclerótica azul;Q13.5 Esclerotica azul;Blue sclera;"1222"
Q13.8;Outras malformações congênitas da câmara anterior do olho;Q13.8 Outr malform congen camara anterior olho;Other congenital malformations of anterior segment;"1222"
Q13.9;Malformação congênita não especificada da câmara anterior do olho;Q13.9 Malformacao congen NE camara anterior olho;Congenital malformation of anterior segment of eye;"1222"
Q14.0;Malformação congênita do humor vítreo;Q14.0 Malformacao congen do humor vitreo;Congenital malformation of vitreous humour;"1223"
Q14.1;Malformação congênita da retina;Q14.1 Malformacao congen da retina;Congenital malformation of retina;"1223"
Q14.2;Malformação congênita do disco óptico;Q14.2 Malformacao congen do disco optico;Congenital malformation of optic disc;"1223"
Q14.3;Malformação congênita da coróide;Q14.3 Malformacao congen da coroide;Congenital malformation of choroid;"1223"
Q14.8;Outras malformações congênitas da câmara posterior do olho;Q14.8 Outr malform congen camara posterior olho;Other congenital malformations of posterior segmen;"1223"
Q14.9;Malformação congênita não especificada da câmara posterior do olho;Q14.9 Malformacao congen NE camara posterior olho;Congenital malformation of posterior segment of ey;"1223"
Q15.0;Glaucoma congênito;Q15.0 Glaucoma congen;Congenital glaucoma;"1224"
Q15.8;Outras malformações congênitas especificadas do olho;Q15.8 Outr malformacoes congen espec do olho;Other specified congenital malformations of eye;"1224"
Q15.9;Malformação congênita não especificada do olho;Q15.9 Malformacao congen NE do olho;Congenital malformation of eye, unspecified;"1224"
Q16.0;Ausência congênita do pavilhão auricular [orelha];Q16.0 Ausencia congen do pavilhao auricular;Congenital absence of (ear) auricle;"1225"
Q16.1;Ausência, atresia e estreitamento congênitos do conduto auditivo (externo);Q16.1 Ausencia atresia estreit congen cond audit;Congenital absence, atresia and stricture of audit;"1225"
Q16.2;Ausência da trompa de Eustáquio;Q16.2 Ausencia da trompa de Eustaquio;Absence of eustachian tube;"1225"
Q16.3;Malformação congênita dos ossículos do ouvido;Q16.3 Malformacao congen dos ossiculos do ouvido;Congenital malformation of ear ossicles;"1225"
Q16.4;Outras malformações congênitas do ouvido médio;Q16.4 Outr malformacoes congen do ouvido medio;Other congenital malformations of middle ear;"1225"
Q16.5;Malformação congênita do ouvido interno;Q16.5 Malformacao congen do ouvido interno;Congenital malformation of inner ear;"1225"
Q16.9;Malformação congênita do ouvido não especificada causando comprometimento da audição;Q16.9 Malform congen ouvido NE caus compr audicao;Congenital malformation of ear causing impairment ;"1225"
Q17.0;Pavilhão supranumerário;Q17.0 Pavilhao supranumerario;Accessory auricle;"1226"
Q17.1;Macrotia;Q17.1 Macrotia;Macrotia;"1226"
Q17.2;Microtia;Q17.2 Microtia;Microtia;"1226"
Q17.3;Outras deformidades da orelha;Q17.3 Outr deform da orelha;Other misshapen ear;"1226"
Q17.4;Anomalia de posição da orelha;Q17.4 Anomalia de posicao da orelha;Misplaced ear;"1226"
Q17.5;Orelhas proeminentes;Q17.5 Orelhas proeminentes;Prominent ear;"1226"
Q17.8;Outras malformações congênitas especificadas da orelha;Q17.8 Outr malformacoes congen espec da orelha;Other specified congenital malformations of ear;"1226"
Q17.9;Malformação congênita não especificada da orelha;Q17.9 Malformacao congen NE da orelha;Congenital malformation of ear, unspecified;"1226"
Q18.0;Seio, fístula e cisto de origem branquial;Q18.0 Seio fistula e cisto orig branquial;Sinus, fistula and cyst of branchial cleft;"1227"
Q18.1;Seio, fístula e cisto pré-auricular;Q18.1 Seio fistula e cisto pre-auricular;Preauricular sinus and cyst;"1227"
Q18.2;Outras malformações da fenda branquial;Q18.2 Outr malformacoes da fenda branquial;Other branchial cleft malformations;"1227"
Q18.3;Pescoço alado;Q18.3 Pescoco alado;Webbing of neck;"1227"
Q18.4;Macrostomia;Q18.4 Macrostomia;Macrostomia;"1227"
Q18.5;Microstomia;Q18.5 Microstomia;Microstomia;"1227"
Q18.6;Macroqueilia;Q18.6 Macroqueilia;Macrocheilia;"1227"
Q18.7;Microqueilia;Q18.7 Microqueilia;Microcheilia;"1227"
Q18.8;Outras malformações congênitas especificadas da face e do pescoço;Q18.8 Outr malformacoes congen espec face pescoco;Other specified congenital malformations of face a;"1227"
Q18.9;Malformação congênita não especificada da face e do pescoço;Q18.9 Malformacao congen NE da face e do pescoco;Congenital malformation of face and neck, unspecif;"1227"
Q20.0;Tronco arterial comum;Q20.0 Tronco arterial comum;Common arterial trunk;"1228"
Q20.1;Ventrículo direito com dupla via de saída;Q20.1 Ventriculo direito c/dupla via de saida;Double outlet right ventricle;"1228"
Q20.2;Ventrículo esquerdo com dupla via de saída;Q20.2 Ventriculo esquerdo c/dupla via de saida;Double outlet left ventricle;"1228"
Q20.3;Comunicação ventrículo-atrial discordante;Q20.3 Comunicacao ventriculo-atrial discordante;Discordant ventriculoarterial connection;"1228"
Q20.4;Ventrículo com dupla via de entrada;Q20.4 Ventriculo c/dupla via de entrada;Double inlet ventricle;"1228"
Q20.5;Comunicação átrio-ventricular discordante;Q20.5 Comunicacao atrio-ventricular discordante;Discordant atrioventricular connection;"1228"
Q20.6;Isomerismo dos apêndices atriais;Q20.6 Isomerismo dos apendices atriais;Isomerism of atrial appendages;"1228"
Q20.8;Outras malformações congênitas das câmaras e das comunicações cardíacas;Q20.8 Outr malform congen camaras e comunic card;Other congenital malformations of cardiac chambers;"1228"
Q20.9;Malformação congênita não especificada das câmaras e das comunicações cardíacas;Q20.9 Malformacao congen NE camaras e comumic card;Congenital malformation of cardiac chambers and co;"1228"
Q21.0;Comunicação interventricular;Q21.0 Comunicacao interventricular;Ventricular septal defect;"1229"
Q21.1;Comunicação interatrial;Q21.1 Comunicacao interatrial;Atrial septal defect;"1229"
Q21.2;Comunicação atrioventricular;Q21.2 Comunicacao atrioventricular;Atrioventricular septal defect;"1229"
Q21.3;Tetralogia de Fallot;Q21.3 Tetralogia de Fallot;Tetralogy of Fallot;"1229"
Q21.4;Comunicação aortopulmonar;Q21.4 Comunicacao aortopulmonar;Aortopulmonary septal defect;"1229"
Q21.8;Outras malformações congênitas dos septos cardíacos;Q21.8 Outr malformacoes congen septos cardiacos;Other congenital malformations of cardiac septa;"1229"
Q21.9;Malformação congênita não especificada de septo cardíaco;Q21.9 Malformacao congen NE de septo cardiaco;Congenital malformation of cardiac septum, unspeci;"1229"
Q22.0;Atresia da valva pulmonar;Q22.0 Atresia da valva pulmonar;Pulmonary valve atresia;"1230"
Q22.1;Estenose congênita da valva pulmonar;Q22.1 Estenose congen da valva pulmonar;Congenital pulmonary valve stenosis;"1230"
